fl	mean.bodyw.	sd.bodyw.	sd.bodyw..mean.bodyw.	max.bodyw.	min.bodyw.	sRate	nsyll	npause	dur..s.	phonationtime..s.	speechrate..nsyll.dur.	articulation.rate..nsyll...phonationtime.	ASD..speakingtime.nsyll.	tmin	tmax	f0mean	fmin	fmax	f0stdev	CoefVarF0	isq	meanIntensity	sdIntensity	i
Speaker9.txt	-0.7023709	-0.226774694	1.031887442	-1.265335425	0.540692403	0.748957063	-0.366694603	1.432408574	NA	-1.227054638	-0.402380479	0.188005264	-0.254968131	NA	-0.47434165	0.552633339	1.3740596	1.182324598	0.685257336	0.555929553	0.25	-0.454131059	0.955638841	6
Speaker9.txt	-0.570855019	-0.484944164	0.054777264	-0.421109245	-1.751451256	-0.18731422	1.143224351	-0.215495095	NA	1.249451985	1.162432495	0.546110528	-0.554930638	NA	-0.47434165	1.18816168	0.671803902	-2.064196124	0.053101122	-0.33799151	2.25	0.822932604	-1.660069237	7
Speaker9.txt	0.648979937	0.706880813	0.321852189	0.18939273	0.260509702	0.124776208	-0.690248665	-0.595780557	NA	1.351839856	-0.737697545	-1.244415793	1.244844404	NA	1.897366595	0.657633674	-0.213784035	-0.665793729	-0.227576237	-0.465396152	6.25	1.44067056	-0.845156332	8
Speaker9.txt	-0.485464458	-1.174290309	-1.90393479	-1.38406013	0.212070696	0.436866635	-0.079090993	1.178884932	NA	-1.406233412	-0.067063413	0.546110528	-0.554930638	NA	-0.47434165	-0.746055008	-0.244857296	-0.250341868	-1.337642548	-1.230213477	12.25	-0.810032843	0.1930052	9
Speaker9.txt	-1.460167563	-1.59922624	-0.865513534	0.586730415	-0.132600386	0.749396796	-1.517109044	0.79859947	NA	-0.331160769	-1.520104032	-1.333942109	1.394825658	NA	-0.47434165	-0.958818844	0.895531381	1.098805925	-1.534875287	-1.383625302	20.25	-1.882083683	-0.029040585	10
Speaker10.txt	0.436660199	0.406683558	0.401611497	0.647566877	0.376290077	-0.741001325	-0.731494325	0.371924892	0.316227766	-0.193006518	-0.786384717	-0.131762414	0.065275687	NA	0.316227766	-1.78449595	-1.845304201	-0.041748362	1.528171515	1.889131886	20.25	-0.47575255	-0.106466153	1
Speaker10.txt	0.806740167	0.876957203	0.82759257	1.61221662	0.276025034	1.729118504	0.487662883	0.857044316	0.316227766	-0.8505163	0.467272078	0.94314149	-0.968256023	NA	0.316227766	-0.409790792	-0.447983579	1.061038554	0.641186587	0.691796351	12.25	0.972624776	0.974177114	2
Speaker10.txt	1.688695734	1.639206724	1.038150114	0.432171415	-0.154691724	0.494023966	-0.282331143	-0.113194532	0.316227766	0.240310694	-0.330509519	-0.374482651	0.337257716	NA	0.316227766	-0.128655249	0.354181963	0.478136899	0.740642563	0.720898312	6.25	0.741440611	0.697910159	3
Speaker10.txt	-0.050265394	-0.202007514	-0.236089574	-0.147902837	-1.707033267	1.111571235	0.230998208	-1.106534306	0.316227766	1.095530015	0.239334479	-0.929271762	0.93561818	NA	0.316227766	-0.162010313	0.228034963	-0.425098099	-0.124015513	-0.088054475	2.25	0.344844767	0.21034134	4
Speaker10.txt	0.675590019	0.726914749	0.716639164	1.098407352	0.038321349	-0.741070572	0.198915123	1.226659116	0.316227766	-1.215342909	0.239334479	1.220536046	-1.185841646	NA	0.316227766	-0.257310497	0.247442194	0.021268033	-0.670008523	-0.584442001	0.25	0.849074745	0.755515923	5
Speaker10.txt	-1.53526308	-1.614558079	-1.85233522	-1.391883416	-1.808458934	-0.741070572	-0.827743578	0.995649866	0.316227766	-1.189773084	-0.786384717	0.839118532	-0.859463212	NA	0.316227766	0.600391161	0.865239043	-0.096887708	0.659454011	0.479716182	0.25	-0.794271509	-0.646980388	6
Speaker10.txt	-0.385458897	-0.037139362	0.700110993	-0.220177403	0.5194541	-0.741070572	-0.025666468	-1.152736156	0.316227766	1.10968474	0.01139688	-0.998620401	1.044410991	NA	0.316227766	1.636780664	0.823190043	1.452265341	0.233214115	-0.132768262	2.25	0.841483642	0.84364565	7
Speaker10.txt	-0.67396024	-0.415916204	0.237901137	-0.165197038	0.684245764	-0.741070572	-1.822319195	-0.436607482	0.316227766	0.547148592	-1.812103914	-1.10264336	1.153203803	NA	0.316227766	-0.490795949	-0.124529731	-0.71917461	-1.299219799	-1.135423229	6.25	-0.24660834	0.235165849	8
Speaker10.txt	0.362606455	0.043341241	-0.265704354	-0.294763588	0.52911366	1.111571235	1.706820091	0.833943391	0.316227766	-0.879738957	1.720928874	1.393907644	-1.349030864	NA	0.316227766	1.436650277	-1.411876045	0.425623236	0.040391304	-0.267639498	12.25	0.011749535	-0.656642209	9
Speaker10.txt	-1.325344963	-1.423482316	-1.567876328	-1.570437981	1.246733942	-0.741001325	1.065158403	-1.476149105	-2.846049894	1.335703728	1.037116076	-0.859923123	0.826825368	NA	-2.846049894	-0.440763352	1.311605353	-2.155423284	-1.749816261	-1.573215265	20.25	-2.244585678	-2.306667284	10
Speaker11.txt	0.642780022	-0.055119075	-0.576351847	-0.499117402	-0.775248078	1.031807479	1.361578893	-1.400940309	NA	1.623476503	1.370496578	-1.502664389	1.578717961	NA	NA	0.463902553	0.511118029	-0.042902747	0.632956293	0.190360573	20.25	1.447611952	-2.094645147	1
Speaker11.txt	-0.709456813	-2.039109732	-1.355306022	-0.586631001	1.941760834	-1.46919834	0.699189161	-0.594116047	NA	0.843084338	0.685248289	-0.844563197	0.871829322	NA	NA	-0.078185824	1.033702037	-0.92580483	0.550836215	0.506396638	12.25	0.573018436	-0.845948047	2
Speaker11.txt	1.405619393	0.418144534	-0.727171983	0.279191535	-0.978194297	-0.531455291	1.140782315	-0.447420727	NA	0.45188518	1.142080481	0.361955656	-0.30631841	NA	NA	-1.011203318	-0.456875132	0.472261508	0.500300783	1.149486677	6.25	-0.001343642	-0.399799063	3
Speaker11.txt	-0.909908224	1.172349525	1.881028373	1.684865477	-0.696393986	1.03144979	-1.361578893	0.652794175	NA	-0.816001319	-1.370496578	0.03290506	-0.070688864	NA	NA	-0.187645977	-0.889054311	1.037120064	-0.523041727	-0.32142692	2.25	-0.280622607	0.564938462	4
Speaker11.txt	-1.368360694	-0.116750224	1.073009104	1.462424265	-0.25343436	0.718868774	-0.257596007	-0.227377747	NA	-0.460912853	-0.228416096	0.58132272	-0.541947957	NA	NA	2.418548142	0.222263578	-0.076032281	-0.238779919	-1.806117162	0.25	0.925111647	0.391235401	5
Speaker11.txt	1.138262068	0.909418636	-0.122099131	0.757158642	1.656120008	-0.531455291	-0.551991443	-0.007334766	NA	0.036612229	-0.571040241	-0.734879665	0.636199775	NA	NA	-0.237163665	-2.055497096	-0.501746794	-0.946275975	-0.644540293	0.25	0.119604964	0.251762551	6
Speaker11.txt	-0.796030426	0.221541307	0.863680712	-0.995759027	-0.340660464	-1.156617324	-0.220796577	1.386270777	NA	-0.738764562	-0.228416096	1.12974038	-1.248836596	NA	NA	-0.409172477	-0.159200698	1.428048567	0.784562591	0.944700061	2.25	-0.659432525	0.887788697	7
Speaker11.txt	0.755187119	0.957402927	0.213551803	-0.747560921	-0.241115398	1.03144979	0.662389732	-0.740811368	NA	0.766850656	0.685248289	-0.734879665	0.636199775	NA	NA	0.430022029	-0.009260982	-1.465816235	-0.087173621	-0.384491714	6.25	0.837658441	-0.410142739	8
Speaker11.txt	0.590015008	-0.283362328	-0.735704446	-0.283434972	-0.436279002	-0.844036307	0.147197718	-0.447420727	NA	0.141935079	0.114208048	-0.076778472	0.164940683	NA	NA	-1.193636906	1.512186128	-1.05666649	-2.064372421	-0.934784821	12.25	-1.251563493	0.165662691	9
Speaker11.txt	-0.748107454	-1.18451557	-0.514636563	-1.071136596	0.123444742	0.71918672	-1.619174899	1.826356738	NA	-1.848165249	-1.598912674	1.787841573	-1.720095689	NA	NA	-0.195464559	0.290618448	1.131539237	1.390987782	1.300416962	20.25	-1.710043173	1.489147195	10
Speaker12.txt	0.719573165	0.832733198	1.140636833	0.260654202	-0.402939946	0.444768378	-0.482527829	1.14239315	-0.316227766	-0.638510412	-0.469650415	0.677308385	-0.733039179	NA	-0.316227766	1.195865103	0.184093917	-0.441493915	-1.982901466	-1.760270381	20.25	-1.299024173	1.289747042	1
Speaker12.txt	0.73506443	0.518441948	0.177490044	0.618042439	-0.183358344	-0.049453482	-0.90473968	1.323725396	-0.316227766	-1.146560258	-0.927845941	1.285149244	-1.276031163	NA	-0.316227766	1.183027575	1.177616644	-0.600106224	-1.161269683	-1.209307487	12.25	-0.750923304	1.603649585	2
Speaker12.txt	1.928807203	1.827140969	1.226487082	1.853484696	1.4513397	0.444403254	-2.126138247	1.202837232	-0.316227766	-1.59044917	-2.130609198	0.069467527	-0.054299198	NA	-0.316227766	1.161302528	-1.4230752	1.983205562	-0.264396894	-0.604677178	6.25	-0.860865129	1.083033678	3
Speaker12.txt	0.937575327	1.141894353	1.525994255	1.401195154	2.091755618	0.93825999	-0.271421904	0.658840494	-0.316227766	-0.587443546	-0.240552651	1.024646019	-1.004535171	NA	-0.316227766	0.126400275	0.973067847	-0.429080778	-0.449489769	-0.417178311	2.25	-0.502374074	0.21632297	4
Speaker12.txt	-0.787938288	-0.868938187	-1.121244687	-0.377768505	-0.185173604	-0.543310218	-0.015078995	0.054399674	-0.316227766	-0.509752075	-0.011454888	1.285149244	-1.276031163	NA	-0.316227766	-0.240950524	0.359421457	-0.680101998	-0.196679989	-0.111749842	0.25	-1.10878924	-0.25334045	5
Speaker12.txt	-0.985210015	-0.944104729	-0.894724249	-1.035930606	-1.278474523	-2.518737162	0.753949733	-0.761595433	-0.316227766	0.72327268	0.733112842	-0.451538924	0.488692786	NA	-0.316227766	0.531276156	1.089952874	0.003999789	0.858198912	0.364696679	0.25	1.358399079	-0.30551787	6
Speaker12.txt	-0.400409984	-0.410901964	-0.265572567	-0.698411542	-0.29010088	-0.049453482	0.512685819	-0.912705638	-0.316227766	0.876473278	0.504015079	-1.233048599	1.303180762	NA	-0.316227766	-0.653726423	-1.481517713	1.55288347	0.585826471	0.62416528	2.25	0.837024763	-0.699503454	7
Speaker12.txt	-0.539128289	-0.436913787	0.018799493	-0.446601426	-0.627179938	0.444403254	0.422211851	-0.580263187	-0.316227766	0.728946777	0.446740638	-1.059379782	1.03168477	NA	-0.316227766	-0.754451642	0.447085227	-0.458044765	1.001156823	0.979810444	6.25	0.964017772	-0.848103616	8
Speaker12.txt	-0.862083261	-0.908925319	-1.093303674	-0.852342843	-0.216944472	0.93825999	1.296793541	-1.214926048	-0.316227766	1.177200378	1.30585725	-0.62520774	0.624440782	NA	-0.316227766	-0.942077051	-0.750986297	-1.102148664	0.679125318	0.816077486	12.25	0.433951885	-1.079866229	9
Speaker12.txt	-0.746250288	-0.750426481	-0.71456253	-0.72232157	-0.358923611	-0.049140519	0.814265712	-0.912705638	2.846049894	0.966822349	0.790387283	-0.972545374	0.895936774	NA	2.846049894	-1.606665997	-0.575658757	0.170887523	0.930430277	1.318433311	20.25	0.928582422	-1.006421655	10
Speaker13.txt	-1.670957019	-1.78706953	-1.175687583	0.088867302	1.124447038	0.611741609	1.300313132	0.718605206	-0.316227766	1.472365082	1.343739835	-1.265884962	1.304530481	NA	-0.316227766	-1.729770014	-0.834029301	-0.710572522	-0.402883766	0.117113366	20.25	0.177580447	-0.887366241	1
Speaker13.txt	-1.100683895	-1.034188979	-0.312156708	-1.074052924	-0.846001869	0.611402854	1.579616669	-0.718605206	-0.316227766	1.656051953	1.560472066	-1.265884962	1.304530481	NA	-0.316227766	-0.571181093	-0.483668631	-0.656718604	0.861429105	1.141296727	12.25	0.178386164	-0.843490101	2
Speaker13.txt	-0.411953433	0.198237878	1.345610631	0.13967559	-0.854304863	-0.032230604	0.05896408	-1.129236753	-0.316227766	-0.239038943	0.043346446	0.457309227	-0.445449432	NA	-0.316227766	1.366291137	1.139953983	-0.806312819	1.145038072	0.799111475	6.25	0.60501013	1.402296321	3
Speaker13.txt	1.478976148	1.164692812	-0.072619405	1.382055135	-1.478092792	-0.675864062	-1.927194403	0.205315773	-0.316227766	-0.893423423	-1.907243636	-0.338011168	0.349995983	NA	-0.316227766	0.217438257	-0.406760192	-0.647742951	-0.182888025	-0.265564783	2.25	1.363349049	1.112226633	4
Speaker13.txt	0.026943518	-0.373418652	-0.882073997	-1.33272554	1.207286558	-1.963130979	-0.282406909	1.231894639	-0.316227766	-0.884403086	-0.281751901	1.252629622	-1.240894847	NA	-0.316227766	0.308307976	0.024781608	1.261079233	0.728901551	0.698355488	0.25	0.64020188	0.877389821	5
Speaker13.txt	0.737143824	0.677519019	0.180837767	-0.070935702	-1.131546016	-0.032230604	-0.065170825	0.513289433	-0.316227766	-0.753198177	-0.065019669	1.252629622	-1.240894847	NA	-0.316227766	1.561011964	0.947682884	1.219192853	0.943596189	0.522058851	0.25	1.289926984	1.103477518	6
Speaker13.txt	0.437114678	0.946867106	1.320295591	1.713316742	0.742483896	1.576853042	-0.344474362	-1.129236753	-0.316227766	-0.387464495	-0.390118017	0.324755828	-0.286360349	NA	-0.316227766	-0.629597341	-1.799657487	-1.075582406	-1.889842929	-1.889846674	2.25	-0.916460736	-0.329219411	7
Speaker13.txt	1.221523422	0.782534952	-0.417044835	-0.132491228	0.163193812	0.289586125	-0.716879077	0.821263093	-0.316227766	-1.007407687	-0.715216364	1.053799523	-1.081805764	NA	-0.316227766	-0.262873117	-0.295670223	0.647742951	-0.712998244	-0.697800582	6.25	-1.028322296	-0.441568816	8
Speaker13.txt	-0.081396605	0.443242143	1.226343296	0.321392796	0.208938552	0.611402854	-0.18930573	-1.437210413	-0.316227766	0.216078084	-0.173385785	-0.603117966	0.509085066	NA	-0.316227766	0.477066026	0.174325796	-0.626799761	-0.996607211	-1.228662903	12.25	-1.346508818	-0.898721006	9
Speaker13.txt	-0.636710638	-1.018416748	-1.213504756	-1.035102169	0.863595684	-0.997530234	0.586537427	0.92392098	2.846049894	0.820440693	0.585177025	-0.868224765	0.827263232	NA	2.846049894	-0.736693796	1.533041563	1.395714027	0.506255259	0.803939035	20.25	-0.963162802	-1.095024718	10
Speaker14.txt	0.52959809	0.976927605	1.731660484	1.491253686	0.614027918	-0.215270254	-0.440611886	0.258460774	0.316227766	-0.018243862	-0.46510265	-0.756917557	0.77906227	NA	0.316227766	-1.703941581	-0.157810892	-1.350334532	-1.55397714	-0.731199752	20.25	-0.562933743	0.662924883	1
Speaker14.txt	2.274183657	1.894128336	-0.894037975	-0.786643598	0.953249731	0.646145108	-0.383389563	-0.226153177	0.316227766	0.093539337	-0.361746505	-0.921464852	1.067603851	NA	0.316227766	-0.260872709	-0.545216691	0.58463112	0.889623277	1.040502678	12.25	0.899897581	1.453334722	2
Speaker14.txt	0.348970199	0.6519	1.209479448	0.895965731	-1.254220371	-1.076972197	0.67522341	-1.437688054	0.316227766	1.019441681	0.671814938	-0.921464852	0.77906227	NA	0.316227766	0.347296797	-0.283148062	0.091111343	0.425993733	0.246784585	6.25	0.592822926	-0.068908765	3
Speaker14.txt	0.350792312	0.48093533	0.549811066	1.657436362	-0.527646218	0.646145108	-0.12588911	-0.468460152	0.316227766	0.142049027	-0.155034217	-0.592370262	0.490520688	NA	0.316227766	1.990421428	-0.191993756	1.183987306	1.004167046	-0.012709017	2.25	1.312887193	1.133345191	4
Speaker14.txt	0.066640723	-0.091856662	-0.613477834	-0.385672	0.705850292	-1.076972197	0.989946186	-0.872305112	0.316227766	0.939295237	0.981883372	-0.098728377	0.201979107	NA	0.316227766	-0.292881631	1.351932297	0.58463112	-0.533992145	-0.398306252	0.25	0.820736959	-2.095109165	5
Speaker14.txt	-0.185084429	-0.237722587	-0.23089432	-1.015732421	-0.085504253	-1.076972197	-0.297556079	0.016153798	0.316227766	0.270705161	-0.258390361	-1.086012147	1.067603851	NA	0.316227766	-0.156843715	-1.753011242	0.291280204	0.262359777	0.344398392	0.25	-0.521851237	0.131290551	6
Speaker14.txt	-0.505922539	-0.659944428	-0.737543069	0.015230793	1.019007771	0.646145108	0.789668056	0.339229766	0.316227766	0.268596044	0.775171083	0.888555393	-0.952187219	NA	0.316227766	0.264607083	0.218200619	-1.410155111	0.780533972	0.647765564	2.25	0.217954384	-0.158216794	7
Speaker14.txt	-0.71643698	-0.99943239	-1.392255624	-0.525092857	0.868561561	1.938483087	1.590780576	-0.79153612	0.316227766	0.815911895	1.602020238	1.217649983	-1.2407288	NA	0.316227766	0.688725292	1.864675267	0.460388379	-1.308526205	-1.663537918	6.25	0.245595475	-0.807694996	8
Speaker14.txt	-0.801980173	-0.638486211	0.664938082	-0.323921354	-0.462989062	0.215365781	-1.556447183	1.712302626	0.316227766	-1.726628596	-1.602020238	0.724008098	-0.663645637	NA	0.316227766	0.235265572	-0.317330927	-1.380244821	-0.964894897	-1.100469953	12.25	-1.16411913	-0.272985002	9
Speaker14.txt	-1.360760861	-1.376448994	-0.287680258	-1.022824341	-1.83033737	-0.646097344	-1.241724407	1.469995651	-2.846049894	-1.804665924	-1.18859566	1.546744573	-1.529270382	NA	-2.846049894	-1.111776536	-0.186296612	0.94470499	0.998712581	1.626771674	20.25	-1.840990405	0.022019374	10
Speaker15.txt	-0.508022023	-0.805352205	-0.699026244	-0.875447136	1.043757273	-1.305825985	0.426811868	0.257841629	0.316227766	-0.315373129	0.406210279	0.364761418	-0.391547495	NA	0.316227766	1.328874354	0.326494931	1.471904853	1.461016048	1.409717143	20.25	0.890492046	1.056534252	1
Speaker15.txt	0.261692546	-0.800422371	-1.027123787	-1.218152755	1.659620546	-0.217675215	0.928943478	0.681690881	0.316227766	-0.659878081	0.947823983	0.846521781	-0.79313467	NA	0.316227766	1.551657401	-0.08376048	1.363951815	1.851346524	1.866695326	12.25	1.47881196	1.432244158	2
Speaker15.txt	-0.310979247	-1.041687723	-1.067043894	-0.565608933	1.04010657	1.233301717	0.426811868	0.893615508	0.316227766	-1.044877474	0.406210279	0.91534469	-0.893531464	NA	0.316227766	0.529242346	1.420509362	0.102468327	0.178825823	-0.111505768	6.25	-0.353894704	1.179772694	3
Speaker15.txt	-1.412114076	-0.663780995	-0.074367531	0.14033809	0.172869161	0.145069018	1.657034312	0.928936279	0.316227766	-0.638724268	1.66997559	1.156224872	-1.044126654	NA	0.316227766	0.732134049	0.360682882	0.151221312	0.176556459	-0.292919175	2.25	0.605352068	0.343261787	4
Speaker15.txt	-1.198037512	-1.074729847	-0.706134324	-1.173793493	0.214845567	-0.217675215	0.251065805	0.681690881	0.316227766	-0.682845078	0.225672377	0.571230145	-0.592341083	NA	0.316227766	-0.15634596	0.25811903	0.092021259	0.201519455	0.561164467	0.25	-0.720545605	0.191190691	5
Speaker15.txt	0.588361066	0.666823353	0.469087594	1.442068249	-0.158611092	0.145069018	-0.451918449	0.187200087	0.316227766	-0.190867831	-0.406210279	-0.116998945	0.010039679	NA	0.316227766	-0.193476468	-2.545292947	-1.312238827	-0.787922914	-1.249847489	0.25	0.15550923	-0.200689521	6
Speaker15.txt	1.569626605	0.02950459	-0.656658678	-0.530813042	-0.922581779	0.507813251	0.125532902	-0.201328395	0.316227766	0.171164565	0.135403426	-0.116998945	0.060238076	NA	0.316227766	-0.73452101	-0.246153247	0.167762504	-0.515599326	-0.247294523	2.25	-0.240302166	-0.822028943	7
Speaker15.txt	-0.495532318	1.243292196	1.74694149	1.116124795	-0.898022748	-1.668652148	-0.376598707	-1.402234611	0.316227766	1.520777823	-0.406210279	-1.183754036	1.164602807	NA	0.316227766	-0.937412714	0.10427325	0.415009785	-0.73572756	-0.483000326	6.25	0.991871209	-0.899175881	8
Speaker15.txt	1.445104036	1.375406916	0.804877699	0.693622111	-1.069268852	1.59604595	-1.230222444	0.045917002	0.316227766	-0.181197517	-1.218630836	-0.426702036	0.361428457	NA	0.316227766	-0.684129607	0.343588907	-1.190356365	-0.57460277	-0.408052137	12.25	-1.44285094	-0.857790501	9
Speaker15.txt	0.059900922	1.070946085	1.209447677	0.971662112	-1.082714646	-0.217470391	-1.757460634	-2.073329261	-2.846049894	2.02182099	-1.76024454	-2.009628944	2.118372347	NA	-2.846049894	-1.43602239	0.061538312	-1.261744664	-1.25541174	-1.044957516	20.25	-1.364443097	-1.423318736	10
Speaker16.txt	-0.570377968	0.614166798	2.181607071	0.184314928	0.323682973	-0.612143744	-0.155180874	0.075104384	-0.316227766	0.289767377	-0.170627416	-1.013934535	1.004835952	NA	-0.316227766	0.101215028	0.288827641	-1.404831549	0.165080679	0.178220067	20.25	0.74794158	0.348728591	1
Speaker16.txt	0.67302568	0.370965209	-0.318844924	0.728771846	0.046855132	-1.224679511	-0.642022831	0.700974252	-0.316227766	-0.542819057	-0.658134319	-0.29821604	0.334945317	NA	-0.316227766	0.64469572	-0.758880469	-1.545612708	-1.007723512	-1.553290839	12.25	1.098174918	2.073129589	2
Speaker16.txt	0.280615429	-0.03622373	-0.491896277	-0.395650027	0.255951633	-9.80E-05	0.483799195	-1.426983299	-0.316227766	0.259739669	0.499694576	0.536788871	-0.558242196	NA	-0.316227766	0.792117608	0.580082405	-0.771830134	0.141572354	-0.164463066	6.25	1.297096035	0.846733436	3
Speaker16.txt	-0.917008578	-0.943864228	-0.402005877	-0.943234384	-1.990848728	-1.224679511	-2.376397303	1.827540015	-0.316227766	-2.416820981	-2.364408481	-0.29821604	0.334945317	NA	-0.316227766	1.782264619	0.507268714	0.351336337	2.346130788	2.105360975	2.25	-1.555953236	-0.842633158	4
Speaker16.txt	1.342865258	1.91800884	1.412580571	2.06922256	0.325438745	-9.80E-05	-0.033470385	0.075104384	-0.316227766	0.151912902	-0.04875069	-0.417502456	0.334945317	NA	-0.316227766	-1.254186213	0.280737231	-0.157325514	-1.28721137	-1.118615628	0.25	0.072628548	-0.339913429	5
Speaker16.txt	0.707518944	0.486615291	-0.160101531	0.048220548	1.086852772	1.224483499	0.575082062	-1.301809326	-0.316227766	0.75929153	0.560632939	-0.29821604	0.334945317	NA	-0.316227766	0.739309768	-1.050135233	0.651395449	0.071047381	-0.230038034	0.25	0.616543626	0.489656011	6
Speaker16.txt	0.015344167	-0.377808467	-0.742480391	-1.229408664	0.51082409	0.612192747	0.42294395	0.700974252	-0.316227766	-0.254826045	0.438756213	1.610366614	-1.674726587	NA	-0.316227766	-0.385057171	0.571991995	0.526028286	0.102391814	0.324900021	2.25	-0.628655805	0.141549186	7
Speaker16.txt	0.479514235	-0.171457103	-1.030853576	-0.590586455	-0.08627708	-0.612388758	0.696792551	-0.801113431	-0.316227766	1.295695576	0.682509665	-1.252507367	1.22813283	NA	-0.316227766	-0.906534596	1.874548024	0.714079031	0.010970551	0.455182358	6.25	0.351169588	-1.027937711	8
Speaker16.txt	-2.177276588	-1.87220822	-0.218954682	-0.722020918	1.028054752	-9.80E-05	1.274917375	-0.300417537	-0.316227766	0.592774243	1.291893294	1.72965303	-1.674726587	NA	-0.316227766	-0.239835609	-1.361616023	-0.00113036	0.282622302	0.490738527	12.25	-0.660853055	-1.228485178	9
Speaker16.txt	0.165779422	0.011805609	-0.229050384	0.850370567	-1.500534289	1.837509295	-0.246463741	0.450626305	2.846049894	-0.134715215	-0.231565779	-0.29821604	0.334945317	NA	2.846049894	-1.273989153	-0.932824287	1.637891161	-0.824880987	-0.487994381	20.25	-1.3380922	-0.460827337	10
Speaker17.txt	-2.164244846	-1.680564947	-0.944488216	-0.448131969	0.258683663	0.182898468	-2.003179386	-0.932744956	-0.316227766	-1.10256246	-2.024918251	-1.94577513	2.031597533	NA	-0.316227766	-0.695696346	-0.03591545	-0.20108242	0.938963048	1.350761192	20.25	-1.601005775	0.312770898	1
Speaker17.txt	0.006340854	-0.386349059	-0.507038669	-0.428743625	-0.062821555	-0.861399143	0.400635877	-0.843912103	-0.316227766	-0.566893687	0.414742292	1.192571854	-1.185098561	NA	-0.316227766	-1.106692341	-0.3904654	-0.485406795	-0.044850315	0.656672925	12.25	0.015050782	-0.17878724	2
Speaker17.txt	1.48924405	0.206783128	-0.636819608	-0.329616583	-0.136599398	0.965727559	0.35732389	-1.37690922	-0.316227766	1.465417488	0.333420274	-0.899659469	0.846498972	NA	-0.316227766	-1.885872248	0.254170874	-0.070909814	-1.144406427	0.071127905	6.25	1.198716822	-1.820973987	3
Speaker17.txt	0.571816069	2.268239797	2.584885789	2.837162718	-1.050753282	2.27081806	1.071971671	0.310914985	-0.316227766	0.509827466	1.065318437	1.087960288	-1.015798766	NA	-0.316227766	0.533010431	1.23493892	-0.48883239	1.348885283	0.941266176	2.25	1.037248961	0.893712199	4
Speaker17.txt	0.322059319	0.183418882	0.048030535	-0.201566607	0.494706638	0.182673258	1.223563625	-0.577413544	-0.316227766	1.029345422	1.227962473	0.774125589	-0.846498972	NA	-0.316227766	-0.023546646	1.280984368	1.340435279	0.789461998	0.764395924	0.25	0.901036257	-0.446469056	5
Speaker17.txt	0.817020982	0.430933756	0.045625128	-0.285476166	-1.029874507	-1.122417243	-0.184075944	-0.399747838	-0.316227766	0.639034004	-0.154511834	-0.899659469	0.846498972	NA	-0.316227766	0.42383962	0.645557183	2.118045319	-0.855049555	-1.082341804	0.25	0.663479487	-0.972477888	6
Speaker17.txt	-0.955272367	-0.5353585	-0.061684842	-0.249669452	-1.050753282	-0.078344842	-0.249043924	0.577413544	-0.316227766	-0.677257605	-0.235833853	0.355679325	-0.338599589	NA	-0.316227766	1.014646363	0.442957211	0.117497905	-0.150947835	-0.76621678	2.25	-0.178541918	1.494297632	7
Speaker17.txt	-0.254592936	-0.016567642	0.172979994	-0.308572406	-0.415124229	-0.600381042	-1.310187598	1.909906338	-0.316227766	-1.73782794	-1.293020088	-0.271990072	0.169299794	NA	-0.316227766	-0.301825184	-1.228492557	-1.10543947	-1.31802055	-1.095002316	6.25	-1.592342823	1.052715586	8
Speaker17.txt	0.149100401	-0.568309324	-0.84039808	-0.348377	2.107402945	-0.600381042	0.335667897	0.488580691	-0.316227766	0.143742274	0.333420274	0.355679325	-0.338599589	NA	-0.316227766	0.841257428	-0.372047221	-0.286722292	1.160803316	0.56909833	12.25	-0.167814943	0.159191909	9
Speaker17.txt	0.018528473	0.097773909	0.138907971	-0.23700891	0.885133009	-0.339194035	0.35732389	0.843912103	2.846049894	0.297175038	0.333420274	0.251067759	-0.169299794	NA	2.846049894	1.200878923	-1.831687928	-0.937585321	-0.724838963	-1.409761552	20.25	-0.275826849	-0.493980053	10
Speaker18.txt	2.041707393	1.352462306	-1.589634992	0.681211366	2.084558682	1.357759301	0.728539412	-0.278438664	-0.316227766	0.748763973	0.742093068	0.247573044	-0.334197345	NA	-0.316227766	2.302667663	0.901030229	-0.804920373	0.20790175	-1.719455603	20.25	1.25599069	0.733966241	1
Speaker18.txt	1.016976107	1.421266521	0.013782926	0.326697262	-0.272721142	0.351904094	0.391920542	0.145272347	-0.316227766	-0.535358436	0.394236942	1.528123274	-1.389557381	NA	-0.316227766	0.775731608	0.249683076	-0.174358274	1.227690822	-0.066733086	12.25	1.196348258	1.008568919	2
Speaker18.txt	0.343249412	-0.101076064	-0.897198988	-0.380334556	1.197284324	-0.402269468	0.355854234	0.568983358	-0.316227766	0.015182442	0.336260921	0.674423121	-0.685984023	NA	-0.316227766	0.321257727	-0.169745016	-1.30308687	-0.783716353	-0.700821955	6.25	0.119636342	-0.645154803	3
Speaker18.txt	-0.790444249	-0.234273052	1.341601957	2.381662101	-0.967748438	-1.659225405	-1.363306425	0.447923069	-0.316227766	-0.585020629	-1.345043685	-1.715937308	1.776522727	NA	-0.316227766	-1.080637894	-1.768506212	1.470488766	2.0615515	2.047595061	2.25	-0.400638631	-0.592319882	4
