"meanMov" "slideRate" "speechRate" "artRate" "f0Mean" "meanIntensity" "t"
-0.741514439254158 -0.516760119628204 -0.369361790672064 -0.591156139268826 1.32869322657095 0.834263138523694 -1.56408555915705
-0.975088424549296 -0.516896550309639 -0.536999517149551 -0.51552848818966 1.14051736858693 0.874320716626578 -1.21651099045549
-0.962946632694926 -0.516896550309639 -0.896223216744168 -0.345366273261532 1.26813738655804 0.811427104474484 -0.868936421753919
-0.611465125756222 -1.38725608252259 -0.393310037311705 -0.591156139268826 1.05562600408286 0.936514682435017 -0.521361853052351
-0.685844917659388 0.353462981903319 -0.369361790672064 -0.194110971103197 1.30152798992964 1.06694445507891 -0.173787284350784
-1.06677717867138 -0.226776706238656 -0.465154777230629 -0.402087011570908 1.11929452746091 0.804529324360921 0.173787284350784
-0.826752787278036 -1.38725608252259 -0.536999517149551 -0.0806694944844465 1.22738953159609 0.864732032368868 0.521361853052351
-0.771305053552968 -1.38725608252259 -1.06386094322166 -0.156297145563613 1.41584836079512 1.02709859069222 0.868936421753919
-0.68587247066213 1.22382251411626 -0.70463724362704 -0.0428556689448619 1.50017378286916 1.05469070424537 1.21651099045549
-0.371236082510215 0.0635477838544844 -1.11175743650094 -0.269738622182365 1.50017378286916 1.06093897559594 1.56408555915705
-0.0958941296945765 1.03887061462185 0.732257554751425 0.2785618481416 -0.569760654955039 1.43709457365304 -1.56408555915705
-0.102212547202026 0.0200446466607923 0.708309308111784 0.562165539688477 -0.30914416592755 1.48161280780251 -1.21651099045549
-0.195276661194968 -0.65892358264095 0.875947034589271 0.486537888609309 -0.412428659407499 1.46854562504663 -0.868936421753919
-0.562271176975722 -1.3378918119427 1.1872742409046 0.713420841846812 -0.362625725565113 1.56667916812037 -0.521361853052351
-0.796326569460728 -0.319439467990076 0.420930348436091 0.429817150299935 -0.338856143503973 1.45821892023267 -0.173787284350784
-0.284947007972652 -0.65892358264095 0.780154048030707 0.940303795084315 -0.259058260870149 1.5408149200356 0.173787284350784
-0.467600931380491 -0.65892358264095 0.875947034589271 0.599979365228062 -0.220291204413291 1.63488173793762 0.521361853052351
-0.97486466884836 0.699012875962552 1.09148125434604 0.656700103537438 -0.343100711729177 1.57088703663711 0.868936421753919
-1.11630162669306 0.0200446466607923 0.564619828273938 0.448724063069727 -0.357815214909882 1.5634782074492 1.21651099045549
-0.819699338425297 0.0202781616660667 1.1872742409046 0.524351714148894 -0.463646449324954 1.57763340421046 1.56408555915705
1.06465790258618 -1.36571416203847 0.109603142120757 0.127306545983265 -0.190862198051881 0.196010414617748 -1.56408555915705
1.32603102879137 -0.430886273304756 -0.0580345843567307 0.543258626918686 0.0239129541434128 -0.0259117240471419 -1.21651099045549
0.163454656616957 -1.36575351327137 -0.441206530590987 0.543258626918686 0.0779604562110029 0.0510083586782017 -0.868936421753919
1.77791406217239 -1.36575351327137 -0.0340863377170891 0.864676144005147 -0.047112820824991 -0.00809347744678336 -0.521361853052351
0.601754172414002 -0.119263859982552 0.109603142120757 0.543258626918686 0.0731499455557728 0.0387184762541748 -0.173787284350784
1.16242951140447 -1.36575351327137 0.205396128679322 0.675607016307229 0.216050409137621 0.103728270134534 0.173787284350784
0.731775613812153 -1.36575351327137 0.277240868598245 0.732327754616605 0.221992804652906 0.00879628897383158 0.521361853052351
1.1804563587794 -1.05413109994916 0.325137361877527 0.713420841846812 0.25651529288456 0.154732324627836 0.868936421753919
0.306047618673544 -0.430886273304756 0.63646456819286 0.637793190767645 0.326692154207924 0.244588233076667 1.21651099045549
0.320446123915146 -1.05405239748337 0.229344375318962 0.524351714148894 0.261891745969818 0.130678927167818 1.56408555915705
1.84928631556302 2.16544153313683 1.78598040689563 0.732327754616605 -0.845374618378249 1.2299551003497 -1.56408555915705
1.83888523377082 -0.0764097138847924 1.78598040689563 0.770141580156188 -0.656066875534176 1.35932809831756 -1.21651099045549
1.75795583401409 0.563976771198719 2.0015146266524 0.997024533393691 -0.680685371240356 1.40432214976111 -0.868936421753919
1.22328033257069 -1.35718268405182 1.73808391361635 0.959210707854106 -0.527880915133033 1.51337464709351 -0.521361853052351
1.30373825912987 0.884170013740482 1.30701547410281 0.883583056774939 -0.656632817964204 1.40554660538057 -0.173787284350784
1.08053981782364 -1.35718268405182 1.40280846066138 0.732327754616605 -0.576268992900352 1.34656429079374 0.173787284350784
1.97454560387276 -0.396602956426549 1.35491196738209 0.826862318465564 -0.720867283772282 1.27080058750736 0.521361853052351
1.69663092439041 1.52455649882399 1.1872742409046 0.562165539688477 -0.638522660203335 1.15712575777462 0.868936421753919
1.17225838067103 0.884170013740482 1.01963651442712 0.599979365228062 -0.600887488606532 1.16890176884673 1.21651099045549
1.30079223185971 0.884502379893363 1.64229092705779 0.883583056774939 -0.334328604063756 1.21462911737192 1.56408555915705
-1.02905585208181 0.621539122585809 -0.656740750347757 -0.250831709412573 0.0355147739589687 0.820329914617139 -1.56408555915705
0.0861189371988347 1.2779787330135 -0.153827570915295 0.770141580156188 0.405641123196708 0.986191328128372 -1.21651099045549
0.316132370740475 0.949605993057145 -0.345413544032423 0.165120371522848 0.206712359042174 0.924388142326519 -0.868936421753919
0.879179088454456 1.2779787330135 0.444878595075732 0.826862318465564 0.0256107814334942 0.974871839244994 -0.521361853052351
0.475171161427103 0.621233253100807 0.349085608517167 0.58107245245827 0.090977132101627 0.694368427980834 -0.173787284350784
0.551569753658107 1.60635147296984 -0.0580345843567307 0.807955405695773 0.00721765245761252 0.737511296051427 0.173787284350784
1.29422046148376 1.2779787330135 0.468826841715373 1.16718674832182 0.0872985063064508 1.08715334585311 0.521361853052351
0.359140806073967 1.93472421292617 -0.129879324275653 0.807955405695773 0.290471838686188 1.05526607202226 0.868936421753919
0.9361870413532 1.2779787330135 -1.66256710921268 -0.458807749880284 0.300375831211663 0.958124028790247 1.21651099045549
0.77448777542115 1.60678842937697 -1.0878091898613 0.562165539688477 0.486287919475573 0.893358505072382 1.56408555915705
-0.846863752577421 -0.0618959635683029 -0.129879324275653 -0.855852918045913 0.859809923293474 -0.0827530645394045 -1.56408555915705
-1.061141107765 -1.27357201404255 0.899895281228912 -0.402087011570908 0.844246506467729 0.14720735907763 -1.21651099045549
-1.13709977940719 -1.27357201404255 0.564619828273938 -0.553342313729243 0.99450422163993 0.202853789148573 -0.868936421753919
-1.20018469839306 -0.465964188940502 0.756205801391066 -0.194110971103197 0.877920081054342 0.127665507192428 -0.521361853052351
-1.25556069022581 -0.465964188940502 0.63646456819286 -0.458807749880284 0.964226301633478 0.111810554387252 -0.173787284350784
-1.360692924376 -0.0621602763894783 0.780154048030707 -0.402087011570908 0.820759895621603 0.182547888803172 0.173787284350784
-1.45028484406783 -0.0621602763894783 1.13937774762532 -0.0806694944844465 0.621265189037042 0.29228580581465 0.521361853052351
-1.35067237888964 -0.0621602763894783 0.947791774508194 -0.194110971103197 0.836606283662362 0.268115590183604 0.868936421753919
-1.49346025548915 -0.0621602763894783 0.971740021147836 0.0705858076738886 0.858395067218407 0.20368787257635 1.21651099045549
-1.46404105127666 0.341974027188012 1.0675330077064 -0.0239487561750704 0.677859432039754 0.195012036549673 1.56408555915705
-0.134566161615098 -1.45094936572092 1.33096372074245 0.165120371522848 1.35416063592217 0.024307681490611 -1.56408555915705
0.54505838740307 -1.45097013689429 1.16332599426496 0.259654935371808 1.68834964085318 0.151586027530628 -1.21651099045549
0.0258907073040225 -0.998158557495731 1.33096372074245 0.297468760911391 1.68693478477812 0.133328081807819 -0.868936421753919
0.771694491870715 -1.45097013689429 0.923843527868553 0.373096411990559 1.68184130290787 0.0127038650255687 -0.521361853052351
0.353135130687092 -1.45097013689429 0.708309308111784 0.202934197062432 1.73843554591058 0.0931824850017268 -0.173787284350784
0.654553049574967 -0.54534697809717 0.516723334994655 0.0705858076738886 2.06413541439119 0.271257294309722 0.173787284350784
0.487446885316468 -0.0925353986986091 1.09148125434604 0.410910237530142 2.14959272132529 0.302889813990891 0.521361853052351
0.629300618345849 0.13387039100067 1.23517073418389 0.354189499220767 1.9118969007139 0.317263669327901 0.868936421753919
1.05173452404886 -0.0925353986986091 0.875947034589271 0.184027284292641 1.89548457024311 0.267672237406744 1.21651099045549
0.24083796558782 0.360463121260248 0.109603142120757 -0.780225266966745 1.03496910538687 0.407910517226319 1.56408555915705
0.0691398379296344 -1.11111470977314 0.780154048030707 -0.647876877578203 -1.19852269471517 0.274154182903773 -1.56408555915705
0.69376809992761 -0.544983399173588 0.0617066488414753 -1.21508426067196 -1.37736050260374 0.177495697918965 -1.21651099045549
0.928395762390945 -0.544983399173588 -1.13570568314058 -2.16042989916155 -1.55365156955719 0.0963279260167061 -0.868936421753919
0.213796014566148 -0.544983399173588 -1.92599782224873 -2.78435802056468 -1.65269149481194 0.0848921924821752 -0.521361853052351
0.220589437468912 -0.828081531028584 -2.23732502856407 -3.03014788657198 -1.70221145743931 0.0718421953873341 -0.173787284350784
