fl	mean.bodyw.	sd.bodyw.	sd.bodyw..mean.bodyw.	max.bodyw.	min.bodyw.	sRate	nsyll	npause	dur..s.	phonationtime..s.	speechrate..nsyll.dur.	articulation.rate..nsyll...phonationtime.	ASD..speakingtime.nsyll.	tmin	tmax	f0mean	fmin	fmax	f0stdev	CoefVarF0	meanIntensity	sdIntensity	i	isq
Speaker9.txt	0.864919308	0.126375481	-1.282479725	0.13720987	1.518793671	1.167455736	-0.478117418	-0.028286465	-0.405499776	-0.407617896	-0.225672311	-0.156297146	-0.00654634	NA	-0.405467731	-0.830660115	-0.888911377	-0.547451988	-0.089268613	0.839257009	0.364506611	1.479410991	5	0.25
Speaker9.txt	0.839674317	0.065723324	-1.35631971	-0.570365393	2.3712302	1.79964055	-0.429655106	0.377841621	-0.405499776	-0.472555076	-0.153827571	0.051678895	-0.168279452	NA	-0.405467731	-0.736147729	-0.244420904	-0.388903732	0.101697484	0.934225801	0.324138353	1.581435901	6	0.25
Speaker9.txt	0.882881731	-0.004398689	-1.538320608	-0.384832483	0.788578588	0.851363329	-0.244617189	0.09996451	-0.405499776	-0.348452909	0.181447882	0.127306546	-0.214488912	NA	-0.405467731	-0.67106435	-0.441518126	-0.707682454	-0.139421326	0.548221134	0.422069944	1.38406007	7	2.25
Speaker9.txt	1.283638759	0.319315678	-1.488574042	-0.2506644	2.17777304	1.167455736	-0.469306089	0.035839022	-0.405499776	-0.343322071	-0.225672311	-0.250831709	0.06276785	NA	-0.405467351	-0.725394823	-0.690069932	-0.570372094	-0.246478077	0.493206448	0.469441162	1.445551684	8	6.25
Speaker9.txt	0.910935417	-0.191633607	-1.903159049	-0.596457145	2.144327461	1.483548143	-0.394409789	0.335091297	-0.405499776	-0.481534044	-0.081982831	0.127306546	-0.214488912	NA	-0.405467731	-0.8691442	-0.698791048	-0.529578511	-0.669882707	0.162950154	0.296846034	1.52388917	9	12.25
Speaker9.txt	0.59071249	-0.307051449	-1.709738076	-0.163342757	1.906343144	1.800085922	-0.570636377	0.270965809	-0.405499776	-0.427660236	-0.393310037	-0.269738622	0.085872581	NA	-0.405467731	-0.890932984	-0.378726091	-0.397104504	-0.745111775	0.096705288	0.214635846	1.507134062	10	20.25
Speaker10.txt	-0.716550198	-0.702417156	-0.090249037	0.206934295	-0.100706296	-1.40062671	0.588053438	-0.028286465	0.332849952	0.635225118	0.396982102	-0.250831709	0.06276785	NA	0.332849027	0.421770482	1.118689527	1.788506337	0.830840764	0.284817927	0.482477556	-1.24038931	1	20.25
Speaker10.txt	-0.564990442	-0.436024996	0.263149597	0.838304831	-0.12177336	-0.29378499	0.755468696	0.420591946	0.332849952	0.404337366	0.660412815	0.335282586	-0.376222024	NA	0.332849027	0.585044874	1.495441739	1.876822341	0.409365085	-0.268340006	0.65990543	-1.110468822	2	12.25
Speaker10.txt	-0.203801018	-0.004239592	0.437830476	0.06595634	-0.212272872	-0.847221364	0.649732743	-0.477164876	0.332849952	0.78738656	0.492775088	-0.383180099	0.178291501	NA	0.332849027	0.618435477	1.711725416	1.830141025	0.456624372	-0.25489517	0.631585106	-1.143683055	3	6.25
Speaker10.txt	-0.915962029	-1.047217531	-0.619292935	-0.313706636	-0.538441171	-0.570503177	0.720223379	-1.396296861	0.332849952	1.087700977	0.612516322	-0.685690703	0.432443534	NA	0.332849027	0.61447388	1.677713063	1.757806011	0.04575792	-0.628623869	0.583001663	-1.202301085	4	2.25
Speaker10.txt	-0.618700683	-0.521018348	0.171101418	0.502012788	-0.171718172	-1.400657739	0.715817714	0.762594545	0.332849952	0.276226731	0.612516322	0.486537889	-0.468640944	NA	0.332849027	0.603155031	1.682945733	1.793552966	-0.213685919	-0.857950311	0.644770411	-1.136757394	5	0.25
Speaker10.txt	-1.52411677	-1.84737378	-1.960148291	-1.127901312	-0.559752098	-1.400657739	0.574836444	0.548842921	0.332849952	0.285205699	0.396982102	0.278561848	-0.330012563	NA	0.332849027	0.705024669	1.849519049	1.784090536	0.418045362	-0.366319081	0.44345862	-1.30537271	6	0.25
Speaker10.txt	-1.053234646	-0.953825984	0.157389463	-0.361010884	-0.070625566	-1.400657739	0.684978061	-1.439047186	0.332849952	1.092671477	0.564619828	-0.723504529	0.478652994	NA	0.332849027	0.828117147	1.838181598	1.908153496	0.215505562	-0.649281225	0.643840492	-1.126161986	7	2.25
Speaker10.txt	-1.171385308	-1.16838868	-0.226064972	-0.325025821	-0.036000572	-1.400657739	0.438260838	-0.77641715	0.332849952	0.895134178	0.181447882	-0.780225267	0.524862455	NA	0.332849027	0.575423852	1.582652899	1.734255077	-0.512673243	-1.112498538	0.510547983	-1.199316555	8	6.25
Speaker10.txt	-0.746877609	-0.908236779	-0.643861686	-0.409828105	-0.06859596	-0.570503177	0.922883954	0.399216784	0.332849952	0.394075688	0.923843528	0.581072452	-0.537955135	NA	0.332849027	0.804347565	1.235552482	1.825935501	0.123880415	-0.711590487	0.542197117	-1.306534304	9	12.25
Speaker10.txt	-1.438148489	-1.739136617	-1.724158032	-1.244766622	0.082185927	-1.40062671	0.834770661	-1.73829946	0.331693441	1.172039142	0.780154048	-0.647876878	0.386234073	NA	0.331635203	0.581366248	1.96987045	1.619233994	-0.726786746	-1.314754406	0.26579348	-1.504908799	10	20.25
Speaker11.txt	1.180400898	0.688690168	-0.758082561	-0.163693882	-0.398820014	1.146838393	0.69378939	-0.541290364	-0.364361024	0.042452882	1.738083914	0.864676144	-0.699688246	NA	-0.36436194	-0.45204463	-0.49297271	-0.371661084	0.30905966	0.775376734	1.353025406	-0.494578198	1	20.25
Speaker11.txt	0.844552648	0.202360585	-1.118647853	-0.214127299	0.220305626	-1.363614229	0.614487426	-0.306163577	-0.364361024	-0.08229064	1.594394434	0.978117621	-0.769002437	NA	-0.36436194	-0.510902642	-0.286282261	-0.483738299	0.296521482	0.841830768	1.293110308	-0.317362091	2	12.25
Speaker11.txt	1.369863469	0.804699834	-0.827894763	0.284839609	-0.445065429	-0.422329136	0.667355402	-0.263413252	-0.364361024	-0.144822739	1.69018742	1.186093661	-0.884526088	NA	-0.36436194	-0.612206337	-0.875829703	-0.306265185	0.28880568	0.97705561	1.253762931	-0.254044264	3	6.25
Speaker11.txt	0.794767541	0.989575805	0.379399006	1.094918756	-0.380851508	1.146479352	0.367770203	0.057214185	-0.364361024	-0.347490877	1.163325994	1.129372923	-0.861421358	NA	-0.36436194	-0.522787433	-1.046763577	-0.234561	0.132560692	0.667761348	1.234630584	-0.11712793	4	2.25
Speaker11.txt	0.680904011	0.673582712	0.005379952	0.966727586	-0.279914164	0.832717654	0.499940144	-0.199287765	-0.364361024	-0.290730971	1.402808461	1.223907487	-0.907630818	NA	-0.36436194	-0.239816218	-0.60721933	-0.375866608	0.175962077	0.355570222	1.317230884	-0.14178001	5	0.25
Speaker11.txt	1.303461277	0.925124358	-0.547816324	0.560288399	0.155216565	-0.422329136	0.464694826	-0.135162277	-0.364361024	-0.211202968	1.330963721	0.997024533	-0.792107167	NA	-0.36436194	-0.528163886	-1.508110613	-0.429907592	0.067940851	0.599819144	1.262048663	-0.16157411	6	0.25
Speaker11.txt	0.823050797	0.756507084	-0.091514776	-0.449904653	-0.299790403	-1.049852531	0.504345809	0.270965809	-0.364361024	-0.335144796	1.402808461	1.31844205	-0.976945009	NA	-0.36436194	-0.546839987	-0.758094637	-0.184935817	0.332207066	0.933994396	1.208679748	-0.071308763	7	2.25
Speaker11.txt	1.208318882	0.936886601	-0.392448935	-0.306869982	-0.277107039	1.146479352	0.610081761	-0.348913902	-0.364361024	-0.094476382	1.594394434	0.997024533	-0.792107167	NA	-0.36436194	-0.455723255	-0.698791048	-0.552288341	0.199109483	0.654500488	1.311239795	-0.255512247	8	6.25
Speaker11.txt	1.167295917	0.632741595	-0.831844303	-0.039397746	-0.321579028	-0.736090834	0.548402456	-0.263413252	-0.364361024	-0.194367403	1.474653201	1.11046601	-0.838316628	NA	-0.36436194	-0.632014322	-0.097034044	-0.500350119	-0.102771266	0.538788389	1.168115092	-0.173793472	9	12.25
Speaker11.txt	0.834953184	0.411844647	-0.729515554	-0.49334417	-0.19403461	0.833036802	0.33693055	0.399216784	-0.364361024	-0.512479417	1.115429501	1.431883527	-1.023154469	NA	-0.36436194	-0.523636347	-0.58018387	-0.222575257	0.424796689	1.00879226	1.136706381	0.014036524	10	20.25
Speaker12.txt	0.163317047	0.033970183	-0.304283505	-0.546363861	-0.338905452	0.147333262	0.27084558	1.703101693	0.69467271	0.170723855	-0.536999517	0.013865069	-0.145174721	NA	0.694671781	-0.080786395	-0.826119342	-0.891884407	-1.390345709	-1.479624862	-0.382806664	0.548755516	1	20.25
Speaker12.txt	0.173781169	-0.211556468	-0.860807353	-0.353954514	-0.272999891	-0.113504654	0.147486968	1.831352668	0.69467271	-0.015910411	-0.72858549	0.146213459	-0.237593642	NA	0.694671781	-0.084465021	-0.796467547	-0.91606617	-0.863742229	-0.921441128	-0.295073911	0.680550706	2	12.25
Speaker12.txt	0.980136833	0.810808894	-0.25467766	0.311178284	0.217640906	0.147140558	-0.209371872	1.745852018	0.69467271	-0.178974886	-1.23149867	-0.11848332	-0.02965107	NA	0.694671781	-0.090690388	-0.87408548	-0.522218844	-0.288914987	-0.308886621	-0.312671947	0.461964798	3	6.25
Speaker12.txt	0.310574298	0.275489165	-0.081616932	0.067676326	0.409856329	0.40778577	0.332524886	1.361099094	0.69467271	0.189483485	-0.441206531	0.08949272	-0.191384182	NA	0.694671781	-0.387244221	-0.802572329	-0.889991921	-0.407545442	-0.118930421	-0.255289431	0.098067451	4	2.25
Speaker12.txt	-0.854984739	-1.295388098	-1.611240057	-0.890075498	-0.273544726	-0.374149866	0.407421185	0.933595845	0.69467271	0.218023777	-0.345413544	0.146213459	-0.237593642	NA	0.694671781	-0.492509513	-0.820886672	-0.92826219	-0.245513602	0.19050095	-0.352356367	-0.099125535	5	0.25
Speaker12.txt	-0.988238886	-1.354108757	-1.480352401	-1.244414358	-0.601689752	-1.416730714	0.632110085	0.356466459	0.69467271	0.670980652	-0.034086338	-0.231924797	0.06276785	NA	0.694671781	-0.271226023	-0.799083882	-0.823965194	0.43058354	0.67319171	0.042558575	-0.121032757	6	0.25
Speaker12.txt	-0.593215076	-0.937566811	-1.116817041	-1.062702102	-0.30503776	-0.113504654	0.56161945	0.249590647	0.69467271	0.727259541	-0.129879324	-0.402087012	0.201396232	NA	0.694671781	-0.610791481	-0.875829703	-0.587825019	0.256013522	0.936060869	-0.040896144	-0.286451631	7	2.25
Speaker12.txt	-0.686917249	-0.957887439	-0.952501659	-0.92713351	-0.406209189	0.147140558	0.535185461	0.484717434	0.69467271	0.673065055	-0.153827571	-0.364273186	0.155186771	NA	0.694671781	-0.639654545	-0.818270337	-0.894407721	0.522208688	1.296367067	-0.020568779	-0.348842927	8	6.25
Speaker12.txt	-0.905068577	-1.326626342	-1.595095228	-1.145575062	-0.283080483	0.40778577	0.790714014	0.035839022	0.69467271	0.837732917	0.205396129	-0.269738622	0.085872581	NA	0.694671781	-0.693419076	-0.854026913	-0.992606708	0.315810987	1.130488249	-0.10541473	-0.446150828	9	12.25
Speaker12.txt	-0.826825109	-1.202805876	-1.376251661	-1.075574693	-0.325694321	-0.11333948	0.649732743	0.249590647	0.6966553	0.760449656	-0.010138091	-0.345366273	0.132082041	NA	0.696654371	-0.883858704	-0.848794243	-0.798521773	0.476878352	1.639427877	-0.026240802	-0.415314373	10	20.25
Speaker13.txt	-1.56946603	-1.419074442	0.378811061	-0.38380558	-0.450273587	0.92057093	0.090213327	1.638976206	0.103199891	-0.568918645	-0.034086338	1.129372923	-0.861421358	NA	0.103198969	-0.623808157	-0.777281092	-0.431800078	0.259871423	0.959554032	0.601182565	-0.23819266	1	20.25
Speaker13.txt	-1.450376935	-1.207707383	0.799710045	-0.70956444	-0.626747105	0.920267112	0.12986431	1.339723931	0.103199891	-0.533002773	0.013810156	1.129372923	-0.861421358	NA	0.103198969	-0.522787433	-0.705767941	-0.428015106	0.719926112	1.35075203	0.601286014	-0.229974002	2	12.25
Speaker13.txt	-1.306550611	-0.861710343	1.607732792	-0.36957309	-0.627490722	0.343013103	-0.08601326	1.254223282	0.103199891	-0.903545547	-0.321465297	1.620952655	-1.11557339	NA	0.103198969	-0.353853618	-0.374365533	-0.438528916	0.823124962	1.220050643	0.656061792	0.190695411	3	6.25
Speaker13.txt	-0.91167124	-0.590383454	0.91646442	-0.021555973	-0.683357204	-0.234240905	-0.367975801	1.532100393	0.103199891	-1.031495843	-0.752533737	1.394069702	-1.000049739	NA	0.103198969	-0.454025428	-0.690069932	-0.427384277	0.339922868	0.813385943	0.753427639	0.136361016	4	2.25
Speaker13.txt	-1.214896562	-1.02219976	0.521923095	-0.78202418	-0.442854475	-1.388748922	-0.134475572	1.745852018	0.103199891	-1.029732117	-0.393310037	1.847835608	-1.231097041	NA	0.103198969	-0.446102234	-0.60198666	-0.293228061	0.67170235	1.181565796	0.660580186	0.092372566	5	0.25
Speaker13.txt	-1.066586729	-0.727154808	1.040003566	-0.428569823	-0.652320455	0.343013103	-0.103635919	1.596225881	0.103199891	-1.004077922	-0.345413544	1.847835608	-1.231097041	NA	0.103198969	-0.336875345	-0.413610555	-0.296171927	0.749824844	1.114227374	0.744000717	0.134722176	6	0.25
Speaker13.txt	-1.129241268	-0.651536819	1.59539383	0.071237497	-0.484482228	1.786148125	-0.143286901	1.254223282	0.103199891	-0.932566855	-0.417258284	1.583138829	-1.09246866	NA	0.103198969	-0.527880915	-0.974378314	-0.457453774	-0.281199186	0.192973771	0.460714704	-0.133643404	7	2.25
Speaker13.txt	-0.965434622	-0.697672164	0.748585868	-0.445812845	-0.536363482	0.631640108	-0.196154878	1.660351368	0.103199891	-1.053782925	-0.489103024	1.79111487	-1.207992311	NA	0.103198969	-0.495905168	-0.66739503	-0.336334682	0.14702782	0.648288768	0.446352398	-0.154688129	8	6.25
Speaker13.txt	-1.237521032	-0.792926748	1.549599954	-0.318670209	-0.53226658	0.920267112	-0.121258578	1.190097794	0.103199891	-0.814557559	-0.369361791	1.31844205	-0.976945009	NA	0.103198969	-0.431387731	-0.571462754	-0.425912344	0.04382897	0.445520119	0.405499292	-0.240319577	9	12.25
Speaker13.txt	-1.353486247	-1.203279416	0.360378356	-0.6986535	-0.47363545	-0.522732879	-0.011116961	1.68172653	0.110469389	-0.696387925	-0.201724064	1.242814399	-0.930735549	NA	0.110468468	-0.537218965	-0.294131265	-0.283765631	0.59068643	1.221894582	0.454718458	-0.277090201	10	20.25
Speaker14.txt	-0.423425688	0.13853047	1.437618304	2.049826402	-0.166182403	-0.856425872	0.632110085	0.185465159	0.3989363	0.454523384	0.373033855	0.08949272	-0.191384182	NA	0.398935375	-0.384131538	-0.690069932	-0.892304959	-1.225420444	-1.043582727	0.001190986	0.323615077	1	20.25
Speaker14.txt	0.24577862	0.536174159	0.605030804	-0.313847235	-0.1095954	-0.309277527	0.640921414	0.057214185	0.3989363	0.471519288	0.396982102	0.070585808	-0.168279452	NA	0.398935375	-0.231044111	-0.749373521	-0.538620388	-0.793335537	-0.709987022	0.195473272	0.400193887	2	12.25
Speaker14.txt	-0.49271261	-0.00238217	1.27203897	1.432122323	-0.477832677	-1.403756247	0.803931008	-0.263413252	0.3989363	0.612296682	0.636464568	0.070585808	-0.191384182	NA	0.398935375	-0.166526674	-0.709256387	-0.628828879	-0.875315932	-0.859437032	0.154689919	0.252711417	3	6.25
Speaker14.txt	-0.492013667	-0.076502283	1.062863523	2.222266842	-0.356629818	-0.309277527	0.680572396	-0.006911303	0.3989363	0.478894869	0.444878595	0.108399633	-0.214488912	NA	0.398935375	0.007783595	-0.695302602	-0.429066487	-0.773081557	-0.908297354	0.250323455	0.36919172	4	2.25
Speaker14.txt	-0.601011168	-0.324830826	0.69399413	0.102223323	-0.150865131	-1.403756247	0.852393319	-0.113787115	0.3989363	0.600110939	0.708309308	0.165120372	-0.237593642	NA	0.398935375	-0.234439765	-0.458960358	-0.538620388	-1.045063574	-0.980901861	0.184959752	0.05640311	5	0.25
Speaker14.txt	-0.697570236	-0.388069616	0.815308232	-0.551562612	-0.282874277	-1.403756247	0.654138408	0.121339672	0.3989363	0.498456193	0.420930348	0.051678895	-0.168279452	NA	0.398935375	-0.220008233	-0.93426118	-0.592240819	-0.904250189	-0.841057227	0.006647256	0.272107716	6	0.25
Speaker14.txt	-0.820640293	-0.571119895	0.654654059	0.518222486	-0.098626028	-0.309277527	0.821553667	0.206840322	0.3989363	0.498135515	0.660412815	0.278561848	-0.330012563	NA	0.398935375	-0.175298781	-0.632510566	-0.903239322	-0.812625042	-0.783935904	0.104902691	0.244058814	7	2.25
Speaker14.txt	-0.901391375	-0.718301686	0.447050064	-0.042447556	-0.123722587	0.511581513	0.944912278	-0.092411952	0.3989363	0.581351309	0.851998788	0.316375674	-0.353117293	NA	0.398935375	-0.130306358	-0.380470314	-0.561330218	-1.182019058	-1.219133656	0.108573773	0.181134156	8	6.25
Speaker14.txt	-0.934204826	-0.561816889	1.099369358	0.166299248	-0.345844089	-0.582897207	0.460289162	0.570218083	0.3989363	0.194774663	0.109603142	0.259654935	-0.306907833	NA	0.398935375	-0.178411465	-0.714489057	-0.897772141	-1.121257118	-1.113112999	-0.078653949	0.232939502	9	12.25
Speaker14.txt	-1.148547103	-0.881753664	0.797301876	-0.558921585	-0.573937152	-1.13007589	0.508751473	0.506092596	0.391005939	0.182909598	0.205396129	0.354189499	-0.376222024	NA	0.391054842	-0.321311928	-0.69443049	-0.472803937	-0.774046032	-0.59959782	-0.168550916	0.261520984	10	20.25
Speaker15.txt	0.292752207	-0.04296927	-0.714697158	-0.392917189	0.642682506	-1.11993956	0.640921414	-0.327538739	0.304763254	0.518177855	0.516723335	-0.005041843	-0.122069991	NA	0.30476233	-0.807739447	-0.729314954	-0.244443982	-0.546429876	0.235408481	0.652729352	0.474744445	1	20.25
Speaker15.txt	0.470262959	-0.040428859	-1.011042075	-0.563032693	1.088683349	-0.283942371	0.729034708	-0.07103679	0.304763254	0.426784786	0.660412815	0.259654935	-0.306907833	NA	0.30476233	-0.760200283	-0.771176311	-0.270518231	-0.380540135	0.376563194	0.699479326	0.656572008	2	12.25
Speaker15.txt	0.338194002	-0.164756172	-1.047098794	-0.239116729	0.64003871	0.830804473	0.640921414	0.057214185	0.304763254	0.324649024	0.516723335	0.297468761	-0.353117293	NA	0.30476233	-0.978371089	-0.617684669	-0.575208447	-1.091358386	-0.234477811	0.553845995	0.534386592	3	6.25
Speaker15.txt	0.084251464	0.029984297	-0.150491669	0.111308028	0.011995714	-0.00525566	0.856798984	0.078589347	0.304763254	0.432396641	0.851998788	0.42981715	-0.422431484	NA	0.30476233	-0.935076494	-0.725826508	-0.56343298	-1.092322861	-0.290514091	0.630071124	0.129551006	4	2.25
Speaker15.txt	0.133621572	-0.181783227	-0.721117332	-0.541013217	0.042394527	-0.283942371	0.610081761	-0.07103679	0.304763254	0.420691915	0.468826842	0.108399633	-0.214488912	NA	0.30476233	-1.124667208	-0.736291847	-0.577731762	-1.081713633	-0.026698583	0.524710622	0.055955085	5	0.25
Speaker15.txt	0.545598904	0.715662787	0.340368954	0.757473334	-0.228058335	-0.00525566	0.48672315	-0.370289064	0.304763254	0.55120763	0.301189115	-0.269738622	0.06276785	NA	0.30476233	-1.132590402	-1.022344452	-0.916907275	-1.502224837	-0.586097003	0.594325027	-0.133698217	6	0.25
Speaker15.txt	0.771897314	0.387243774	-0.67642984	-0.221844411	-0.781316803	0.273431051	0.588053438	-0.605415851	0.304763254	0.647250522	0.444878595	-0.269738622	0.085872581	NA	0.30476233	-1.248042657	-0.787746431	-0.559437732	-1.386487808	-0.27642122	0.562872458	-0.434399984	7	2.25
Speaker15.txt	0.29563257	1.01272501	1.494554699	0.595678395	-0.763531445	-1.398689215	0.499940144	-1.332171374	0.304763254	1.005286876	0.301189115	-0.855852918	0.594176645	NA	0.30476233	-1.291337253	-0.751989856	-0.499719291	-1.480041907	-0.349227727	0.660785298	-0.47173581	8	6.25
Speaker15.txt	0.743180052	1.080805519	0.643661962	0.385952459	-0.887545833	1.109491184	0.350147544	-0.455789714	0.304763254	0.55377305	0.085654895	-0.439900837	0.224500962	NA	0.30476233	-1.237289751	-0.727570731	-0.887468607	-1.411564165	-0.32607719	0.467313694	-0.451707053	9	12.25
Speaker15.txt	0.42372599	0.923912719	1.009078464	0.523968622	-0.897283117	-0.28378501	0.257628586	-1.73829946	0.296832892	1.138207673	-0.058034584	-1.309618825	1.033166519	NA	0.296831968	-1.39773443	-0.756350414	-0.904711255	-1.700906736	-0.522809112	0.473544258	-0.725398588	10	20.25
Speaker16.txt	-0.092538248	1.16746026	2.965508456	0.441833413	-0.429477057	-0.689761075	-2.024505726	-0.284788414	-2.274256495	-1.92522385	0.013810156	0.146213459	-0.237593642	NA	-2.274257385	-0.69681473	-0.333376287	-0.894828274	-0.612014192	0.010959884	-0.099639024	0.650353953	1	20.25
Speaker16.txt	0.225539286	1.071827958	1.799738866	0.699417032	-0.461435666	-1.183667282	-2.094996361	-0.177912602	-2.274256495	-2.023030468	-0.177775818	0.259654935	-0.306907833	NA	-2.274257385	-0.62692084	-0.559253192	-0.923636113	-1.045063574	-0.591210773	-0.051854056	0.914990687	2	12.25
Speaker16.txt	0.125156048	0.911712164	1.719058251	0.167450873	-0.437296355	-0.196249993	-1.931986767	-0.541290364	-2.274256495	-1.928751302	0.277240869	0.392003325	-0.399326754	NA	-2.274257385	-0.607961769	-0.270584252	-0.765298134	-0.620694469	-0.108215645	-0.024713752	0.72678071	3	6.25
Speaker16.txt	-0.181210507	0.554807629	1.760967272	-0.091612345	-0.696680001	-1.183667282	-2.346119248	0.01446386	-2.274256495	-2.243175526	-0.848326723	0.259654935	-0.306907833	NA	-2.274257385	-0.480624722	-0.286282261	-0.535466245	0.193322632	0.681165138	-0.41397672	0.467520562	4	2.25
Speaker16.txt	0.396892267	1.680160099	2.606970196	1.333586855	-0.429274361	-0.196249993	-2.006883067	-0.284788414	-2.274256495	-1.941418061	0.061706649	0.240748023	-0.306907833	NA	-2.274257385	-0.871124999	-0.335120511	-0.639552965	-1.148262425	-0.440042994	-0.191777059	0.544670893	5	0.25
Speaker16.txt	0.234363076	1.117304156	1.873748773	0.377446899	-0.341372316	0.791167296	-1.918769773	-0.519915201	-2.274256495	-1.870067332	0.301189115	0.259654935	-0.306907833	NA	-2.274257385	-0.614753078	-0.622045227	-0.474065594	-0.646735301	-0.131020769	-0.117566635	0.671981505	6	0.25
Speaker16.txt	0.057296484	0.777393409	1.602230037	-0.22700195	-0.407872403	0.297458651	-1.940798096	-0.177912602	-2.274256495	-1.989198998	0.253292622	0.56216554	-0.514850405	NA	-2.274257385	-0.759351369	-0.272328475	-0.499719291	-0.635161598	0.061971035	-0.287458558	0.618558982	7	2.25
Speaker16.txt	0.176036743	0.858535379	1.467783669	0.075226072	-0.47680522	-0.689958638	-1.901147114	-0.434414551	-2.274256495	-1.807054216	0.349085609	0.108399633	-0.214488912	NA	-2.274257385	-0.826415547	0.00849146	-0.461238746	-0.668918231	0.107279557	-0.15377361	0.439082634	8	6.25
Speaker16.txt	-0.503602147	0.189762018	1.846310048	0.013044173	-0.3481603	-0.196249993	-1.817439485	-0.348913902	-2.274256495	-1.889628655	0.588568075	0.581072452	-0.514850405	NA	-2.274257385	-0.740675269	-0.68919782	-0.607590982	-0.568612807	0.11964499	-0.29185147	0.408305439	9	12.25
Speaker16.txt	0.095779623	0.930598374	1.841603194	0.756945622	-0.640075263	1.285468627	-2.03772272	-0.220662927	-2.274091279	-1.975089191	-0.010138091	0.259654935	-0.306907833	NA	-2.274058829	-0.87367174	-0.596753991	-0.27220044	-0.977550307	-0.220730711	-0.3842523	0.526114732	10	20.25
Speaker17.txt	-1.108170603	-1.206593391	-0.59087196	-0.955754198	-0.758373775	0.45208871	0.34574188	-0.327538739	0.56580433	0.405459737	-0.273568804	-0.231924797	0.06276785	NA	0.565803403	0.229633027	-0.69966316	-0.403623066	0.365963699	0.031880358	-0.594946344	0.505683665	1	20.25
Speaker17.txt	-0.752666148	-0.792878617	-0.266509186	-0.910395	-0.792480097	-0.612758429	0.834770661	-0.306163577	0.56580433	0.469274546	0.444878595	0.335282586	-0.376222024	NA	0.565803403	0.175302554	-0.766815753	-0.421075991	0.169210751	-0.108453892	-0.451561937	0.421501361	2	12.25
Speaker17.txt	-0.509792212	-0.603275359	-0.362739953	-0.67848644	-0.800306691	1.250322191	0.825959331	-0.434414551	0.56580433	0.711386008	0.420930348	-0.042855669	-0.098965261	NA	0.565803403	0.072301032	-0.644720129	-0.395632571	-0.050689604	-0.226842323	-0.346541322	0.140266949	3	6.25
Speaker17.txt	-0.660051073	0.055698997	2.026109929	6.730220803	-0.897283117	2.581094063	0.971346266	-0.028286465	0.56580433	0.59754552	0.636464568	0.316375674	-0.353117293	NA	0.565803403	0.392058505	-0.458960358	-0.421286267	0.447944095	-0.0509134	-0.360867537	0.605173376	4	2.25
Speaker17.txt	-0.700956916	-0.610744077	0.145066933	-0.378912427	-0.733335688	0.451859068	1.002185919	-0.242038089	0.56580433	0.659436264	0.684361061	0.259654935	-0.330012563	NA	0.565803403	0.318485989	-0.450239242	-0.308998776	0.336064967	-0.086673915	-0.372952991	0.375659231	5	0.25
Speaker17.txt	-0.619890743	-0.531622378	0.143283357	-0.575219557	-0.895068228	-0.878912803	0.715817714	-0.199287765	0.56580433	0.612938036	0.277240869	-0.042855669	-0.098965261	NA	0.565803403	0.377626973	-0.570590643	-0.261266078	0.007178911	-0.460056619	-0.394030185	0.285577037	6	0.25
Speaker17.txt	-0.910161788	-0.840511634	0.063714502	-0.491449443	-0.897283117	0.185704694	0.70260072	0.035839022	0.56580433	0.456126771	0.253292622	0.184027284	-0.260698373	NA	0.565803403	0.455727028	-0.608963553	-0.38406738	0.147992295	-0.396140875	-0.468738424	0.708027263	7	2.25
Speaker17.txt	-0.795402597	-0.674672654	0.237715224	-0.629253407	-0.829853514	-0.346604055	0.48672315	0.356466459	0.56580433	0.329779863	-0.058034584	0.070585808	-0.191384182	NA	0.565803403	0.281699731	-0.925540064	-0.459135984	-0.085410712	-0.462616385	-0.594177725	0.632403668	8	6.25
Speaker17.txt	-0.7292846	-0.85104484	-0.513690567	-0.722376596	-0.562255604	-0.346604055	0.821553667	0.01446386	0.56580433	0.553933389	0.420930348	0.184027284	-0.260698373	NA	0.565803403	0.43280636	-0.763327307	-0.408879972	0.41032956	-0.126160163	-0.467786675	0.479382334	9	12.25
Speaker17.txt	-0.750670027	-0.638121728	0.212451291	-0.461829997	-0.691917985	-0.080277449	0.825959331	0.09996451	0.569108648	0.572212002	0.420930348	0.165120372	-0.237593642	NA	0.56910772	0.480345524	-1.039786684	-0.44883245	0.033219742	-0.526255987	-0.477370017	0.367522686	10	20.25
Speaker18.txt	3.409822817	3.096447868	-0.209950005	2.435242572	0.58967032	1.174212188	2.918650061	2.237480754	2.444308785	1.685604052	0.780154048	1.072652184	-0.838316628	NA	2.444307833	0.943569403	-0.573206978	-0.46544427	1.491506302	0.365308787	0.90342136	-0.019012577	1	20.25
Speaker18.txt	2.560821863	3.14306058	0.812760739	2.049245493	-0.217191384	0.359304642	2.795291449	2.387106891	2.444308785	1.395390974	0.636464568	1.356255876	-0.976945009	NA	2.444307833	0.58419596	-0.688325709	-0.406356657	1.66607632	0.892937437	0.896787495	0.022735275	2	12.25
Speaker18.txt	2.002632009	2.111720914	0.231707615	1.279425017	0.285969548	-0.251699528	2.782074455	2.536733028	2.444308785	1.519813819	0.612516322	1.167186748	-0.884526088	NA	2.444307833	0.477232841	-0.762455195	-0.512125587	1.32175866	0.690505722	0.777027773	-0.228680383	3	6.25
