fl	i	mean.bodyw.	sd.bodyw.	sd.bodyw..mean.bodyw.	max.bodyw.	min.bodyw.	sRate	nsyll	npause	dur..s.	phonationtime..s.	speechrate..nsyll.dur.	articulation.rate..nsyll...phonationtime.	ASD..speakingtime.nsyll.	tmin	tmax	f0mean	fmin	fmax	f0stdev	CoefVarF0	isq	meanIntensity	sdIntensity
Speaker12.txt	1	0.266321654	0.227989469	0.856068087	2.145635344	0.008686273	1.108998733	1196	161	378.7	294.28	3.16	4.06	0.246	0	378.7	166.55	65.67	399.6	35.8	0.214950465	20.25	71.60611483	9.183213497
Speaker12.txt	2	0.267239768	0.207853188	0.777777907	2.462855153	0.009711517	0.950469955	1168	167	378.7	282.64	3.08	4.13	0.242	0	378.7	166.42	66.01	398.45	41.26	0.247926932	12.25	71.94035692	9.406581581
Speaker12.txt	3	0.337988789	0.291700039	0.863046496	3.559440648	0.017344057	1.108881614	1087	163	378.7	272.47	2.87	3.99	0.251	0	378.7	166.2	65.12	417.18	47.22	0.284115523	6.25	71.87331236	9.036119537
Speaker12.txt	4	0.279241891	0.247797071	0.887392183	3.157985907	0.020334212	1.267293273	1210	145	378.7	295.45	3.2	4.1	0.244	0	378.7	155.72	65.94	399.69	45.99	0.295337786	2.25	72.09192686	8.419381907
Speaker12.txt	5	0.176976645	0.118965326	0.672209185	1.57896776	0.009703042	0.792058295	1227	125	378.7	297.23	3.24	4.13	0.242	0	378.7	152	65.73	397.87	47.67	0.313618421	0.25	71.72212363	8.085176846
Speaker12.txt	6	0.16528503	0.114149492	0.690622085	0.994779378	0.00459833	0.158411659	1278	98	378.7	325.48	3.37	3.93	0.255	0	378.7	159.82	65.98	402.83	54.68	0.342134902	0.25	73.2266609	8.04804822
Speaker12.txt	7	0.199944112	0.148311184	0.741763198	1.294363197	0.009213128	0.950469955	1262	93	378.7	328.99	3.33	3.84	0.261	0	378.7	147.82	65.1	414.06	52.87	0.357664727	2.25	72.90871716	7.76769431
Speaker12.txt	8	0.191722757	0.146644636	0.764878615	1.517871272	0.007639278	1.108881614	1256	104	378.7	325.61	3.32	3.86	0.259	0	378.7	146.8	65.76	399.48	55.63	0.378950954	6.25	72.98615985	7.661952785
Speaker12.txt	9	0.172582328	0.116403397	0.674480393	1.157732909	0.009554701	1.267293273	1314	83	378.7	335.88	3.47	3.91	0.256	0	378.7	144.9	65.35	394.81	53.49	0.369151139	12.25	72.66291583	7.497034176
Speaker12.txt	10	0.179447349	0.126558236	0.705266679	1.273140522	0.008891789	0.950570342	1282	93	378.82	331.06	3.38	3.87	0.258	0	378.82	138.17	65.41	404.04	55.16	0.399218354	20.25	72.96455072	7.549296173
Speaker13.txt	1	0.114288611	0.108821487	0.952163873	2.413640551	0.0069538	1.578947368	1155	158	342.9	248.15	3.37	4.65	0.215	0	342.9	147.36	66.23	421.48	52.91	0.35905266	20.25	75.3548929	7.849484198
Speaker13.txt	2	0.124737396	0.126156251	1.011374736	1.876571199	0.004208531	1.578762718	1164	144	342.9	250.39	3.39	4.65	0.215	0	342.9	150.93	67.05	421.66	57.68	0.382163917	12.25	75.35528702	7.863413279
Speaker13.txt	3	0.137356606	0.154532371	1.125045061	2.437105251	0.004196963	1.227926558	1115	140	342.9	227.28	3.25	4.91	0.204	0	342.9	156.9	70.85	421.16	58.75	0.37444232	6.25	75.56397043	8.576368894
Speaker13.txt	4	0.172003016	0.176784598	1.027799407	3.010871157	0.003327889	0.877090399	1051	153	342.9	219.3	3.07	4.79	0.209	0	342.9	153.36	67.23	421.69	53.74	0.350417319	2.25	75.93491245	8.484282304
Speaker13.txt	5	0.145398261	0.141370215	0.972296464	1.757108891	0.007069214	0.17541808	1104	163	342.9	219.41	3.22	5.03	0.199	0	342.9	153.64	68.24	428.07	57.18	0.372168706	0.25	75.5811845	8.409730147
Speaker13.txt	6	0.158410851	0.165567622	1.04517854	2.339839018	0.003810705	1.227926558	1111	156	342.9	221.01	3.24	5.03	0.199	0	342.9	157.5	70.4	427.93	57.99	0.368190476	0.25	75.898998	8.481504778
Speaker13.txt	7	0.15291359	0.171769251	1.123309251	3.163857108	0.006421641	2.105016957	1102	140	342.9	225.47	3.21	4.89	0.205	0	342.9	150.75	63.97	420.26	47.3	0.313764511	2.25	74.81974188	8.026675543
Speaker13.txt	8	0.167285858	0.16798557	1.004182734	2.31141094	0.005614563	1.403344638	1090	159	342.9	217.91	3.18	5	0.2	0	342.9	151.88	67.49	426.02	51.74	0.340663682	6.25	74.76502472	7.991008688
Speaker13.txt	9	0.143413208	0.160173493	1.1168671	2.521027381	0.005678295	1.578762718	1107	137	342.9	232.83	3.23	4.75	0.21	0	342.9	154.16	68.59	421.76	50.67	0.328684484	12.25	74.60938356	7.845879473
Speaker13.txt	10	0.13323851	0.1265194	0.949570813	1.894559756	0.006590377	0.701754386	1132	160	343.34	240.2	3.3	4.71	0.212	0	343.34	150.42	71.77	428.52	56.34	0.374551256	20.25	74.79689753	7.783560175
Speaker14.txt	1	0.214841302	0.236564731	1.101113842	6.425900266	0.011373199	0.498946668	1278	90	360.8	311.98	3.54	4.1	0.244	0	360.8	155.83	67.23	399.58	37.51	0.240711031	20.25	73.06905967	8.801642754
Speaker14.txt	2	0.273556769	0.269176528	0.983987819	2.528978881	0.012253482	0.831485588	1280	84	360.8	313.04	3.55	4.09	0.245	0	360.8	161.24	66.55	416.4	41.99	0.260419251	12.25	73.80923157	8.931429449
Speaker14.txt	3	0.208762121	0.225008118	1.077820616	5.407509148	0.006525084	0.166297118	1317	69	360.8	321.82	3.65	4.09	0.244	0	360.8	163.52	67.01	412.11	41.14	0.25159002	6.25	73.65385615	8.681474372
Speaker14.txt	4	0.208823446	0.218929334	1.048394413	6.710197906	0.008410548	0.831485588	1289	81	360.8	313.5	3.57	4.11	0.243	0	360.8	169.68	67.17	421.61	42.2	0.248703442	2.25	74.01819845	8.878886602
Speaker14.txt	5	0.199260089	0.198563262	0.996502924	3.214942557	0.011611479	0.166297118	1328	76	360.8	321.06	3.68	4.14	0.242	0	360.8	161.12	69.88	416.4	39.38	0.244414101	0.25	73.76917742	8.348768677
Speaker14.txt	6	0.190788072	0.193376884	1.013569045	2.137064312	0.009557909	0.166297118	1283	87	360.8	314.72	3.56	4.08	0.245	0	360.8	161.63	64.43	413.85	40.84	0.252675865	0.25	73.08984684	8.714347454
Speaker14.txt	7	0.17999	0.178364452	0.990968676	3.900788525	0.012424124	0.831485588	1321	91	360.8	314.7	3.66	4.2	0.238	0	360.8	163.21	67.89	399.06	41.79	0.256050487	2.25	73.46417799	8.666809835
Speaker14.txt	8	0.172904963	0.16629369	0.961763541	2.9764278	0.012033715	1.33037694	1349	77	360.8	319.89	3.74	4.22	0.237	0	360.8	164.8	70.78	415.32	37.96	0.230339806	6.25	73.47816399	8.560164364
Speaker14.txt	9	0.170025936	0.179127416	1.05352995	3.320582708	0.008578334	0.66518847	1239	108	360.8	295.78	3.43	4.19	0.239	0	360.8	163.1	66.95	399.32	38.59	0.236603311	12.25	72.76486839	8.647964692
Speaker14.txt	10	0.151219711	0.152888566	1.011035962	2.124931783	0.005030057	0.332631112	1250	105	360.32	295.04	3.47	4.24	0.236	0	360.323016	158.05	67.18	419.53	42.19	0.266940842	20.25	72.42238113	8.696404934
Speaker15.txt	1	0.277678195	0.221679464	0.798332271	2.3986185	0.023956119	0.338791643	1280	66	355.1	315.95	3.6	4.05	0.247	0	355.1	140.86	66.78	430.39	44.55	0.316271475	20.25	75.55127459	9.057778637
Speaker15.txt	2	0.29325285	0.221887809	0.756643317	2.118153916	0.030894227	0.846883469	1300	78	355.1	310.25	3.66	4.19	0.239	0	355.1	142.54	66.3	429.15	46.27	0.324610636	12.25	75.72938149	9.365942192
Speaker15.txt	3	0.281665222	0.211691402	0.751570961	2.652184937	0.023914991	1.524390244	1280	84	355.1	303.88	3.6	4.21	0.237	0	355.1	134.83	68.06	414.66	38.9	0.288511459	6.25	75.17455119	9.15886087
Speaker15.txt	4	0.259384501	0.227662576	0.877703082	3.22992025	0.014144986	1.016260163	1329	85	355.1	310.6	3.74	4.28	0.234	0	355.1	136.36	66.82	415.22	38.89	0.285200939	2.25	75.46495183	8.472740617
Speaker15.txt	5	0.263716196	0.210294969	0.797429099	2.154456799	0.014617878	0.846883469	1273	78	355.1	309.87	3.58	4.11	0.243	0	355.1	129.66	66.7	414.54	39	0.300786673	0.25	75.06355196	8.348009358
Speaker15.txt	6	0.299862768	0.283896859	0.946755948	4.295234581	0.01041064	1.016260163	1245	64	355.1	318.01	3.51	3.91	0.255	0	355.1	129.38	63.42	398.41	34.64	0.267738445	0.25	75.32876722	8.026582646
Speaker15.txt	7	0.319718015	0.256962358	0.803715607	2.680661316	0.001804003	1.185636856	1268	53	355.1	324	3.57	3.91	0.256	0	355.1	125.3	66.11	415.41	35.84	0.28603352	2.25	75.20893999	7.516949648
Speaker15.txt	8	0.277930915	0.308259707	1.109123491	4.028487875	0.002080677	0.169376694	1248	19	355.1	346.33	3.51	3.6	0.278	0	355.1	123.77	66.52	418.25	34.87	0.281732245	6.25	75.58196593	7.453672439
Speaker15.txt	9	0.317198384	0.313843167	0.989422339	3.682718699	0.000151476	1.693766938	1214	60	355.1	318.17	3.42	3.82	0.262	0	355.1	125.68	66.8	399.81	35.58	0.283099936	12.25	74.84488255	7.48761742
Speaker15.txt	10	0.289169733	0.300975979	1.040828086	3.910262015	0	0.846979108	1193	0	354.62	354.62	3.36	3.36	0.297	0	354.62	120.01	66.47	398.99	32.58	0.271477377	20.25	74.8686196	7.023761692
Speaker16.txt	1	0.243873109	0.320949949	1.31605305	3.774848036	0.007277317	0.600240096	675	68	199	163.56	3.39	4.13	0.242	0	199	144.78	71.32	399.46	43.87	0.303011466	20.25	72.68491997	9.355403759
Speaker16.txt	2	0.271780985	0.313106894	1.152055925	4.199518811	0.00678016	0.300060012	659	73	199	157.46	3.31	4.19	0.239	0	199	147.25	68.73	398.09	39.38	0.267436333	12.25	72.86696997	9.8039133
Speaker16.txt	3	0.262973438	0.29997538	1.140706007	3.322481359	0.007155678	0.900180036	696	56	199	163.34	3.5	4.26	0.235	0	199	147.92	72.04	405.62	43.78	0.295970795	6.25	72.97036844	9.484932751
Speaker16.txt	4	0.236093074	0.270704708	1.146601648	2.895371213	0.003120636	0.300060012	602	82	199	143.73	3.03	4.19	0.239	0	199	152.42	71.86	416.55	52.22	0.342605957	2.25	71.48736391	9.045535513
Speaker16.txt	5	0.286815363	0.362997801	1.265614915	5.24505653	0.00728047	0.900180036	679	68	199	162.55	3.41	4.18	0.239	0	199	138.62	71.3	411.6	38.31	0.276367047	0.25	72.33389474	9.176290828
Speaker16.txt	6	0.272555178	0.316836516	1.162467427	3.668695825	0.008647898	1.50030006	699	57	199	167	3.51	4.19	0.239	0	199	147.68	68.01	419.47	43.51	0.29462351	0.25	72.6166198	9.392058395
Speaker16.txt	7	0.257019492	0.288959548	1.124270949	2.672158229	0.007613404	1.200240048	694	73	199	159.57	3.49	4.35	0.23	0	199	142.57	72.02	418.25	43.63	0.30602511	2.25	71.96936971	9.301517256
Speaker16.txt	8	0.26743767	0.295614213	1.105357419	3.170432957	0.006541067	0.600120024	703	61	199	170.93	3.53	4.11	0.243	0	199	140.2	75.24	420.08	43.28	0.308701854	6.25	72.47867935	8.997338568
Speaker16.txt	9	0.207806681	0.240766364	1.158607425	3.067915433	0.008542302	0.900180036	722	65	199	165.78	3.63	4.36	0.23	0	199	143.23	67.24	413.12	44.32	0.309432381	12.25	71.9526337	8.945177005
Speaker16.txt	10	0.260395973	0.301524287	1.157945279	4.294364558	0.004001194	1.800720288	672	71	199.01	160.45	3.38	4.19	0.239	0	199.012018	138.53	68.3	429.07	40.08	0.289323612	20.25	71.60060728	9.144841622
Speaker17.txt	1	0.154762314	0.126247612	0.815751645	1.47068516	0.002160911	1.294219154	1213	66	370.9	308.92	3.27	3.93	0.255	0	370.9	177.52	67.12	422.82	54.01	0.304247409	20.25	70.79791027	9.110214802
Speaker17.txt	2	0.185953999	0.160177441	0.86138207	1.545467576	0.001630344	0.647039793	1324	67	370.9	312.9	3.57	4.23	0.236	0	370.9	175.6	66.35	421.99	51.97	0.29595672	12.25	71.34417267	8.967541614
Speaker17.txt	3	0.20726357	0.175727299	0.847844602	1.927808613	0.001508591	1.779359431	1322	61	370.9	328	3.56	4.03	0.248	0	370.9	171.96	67.75	423.2	49.69	0.288962549	6.25	71.74427764	8.490902127
Speaker17.txt	4	0.194079974	0.229771506	1.183901157	14.14233317	0	2.588159172	1355	80	370.9	320.9	3.65	4.22	0.237	0	370.9	183.26	69.88	421.98	54.86	0.299356106	2.25	71.68969798	9.278831169
Speaker17.txt	5	0.190490927	0.17511477	0.919281419	2.421707753	0.00255041	1.294079586	1362	70	370.9	324.76	3.67	4.19	0.238	0	370.9	180.66	69.98	427.32	53.7	0.297243441	0.25	71.64365511	8.889847817
Speaker17.txt	6	0.19760361	0.181603747	0.919030511	2.09806178	3.45E-05	0.485279845	1297	72	370.9	321.86	3.5	4.03	0.248	0	370.9	182.75	68.6	429.59	50.29	0.275184679	0.25	71.56335573	8.737175424
Speaker17.txt	7	0.172135454	0.156270933	0.907836992	2.23617118	0	1.132319638	1294	83	370.9	312.08	3.49	4.15	0.241	0	370.9	185.51	68.16	423.75	51.75	0.278960703	2.25	71.27873411	9.453149183
Speaker17.txt	8	0.182204336	0.16987182	0.932314915	2.008977711	0.001048953	0.808799741	1245	98	370.9	304.2	3.36	4.09	0.244	0	370.9	179.36	64.53	420.18	49.33	0.275033452	6.25	70.80083854	9.324981397
Speaker17.txt	9	0.188005478	0.155407077	0.826609302	1.855448163	0.005211778	0.808799741	1321	82	370.9	318.18	3.56	4.15	0.241	0	370.9	184.7	66.39	422.57	54.47	0.294910666	12.25	71.28236007	9.065638988
Speaker17.txt	10	0.186129137	0.172869457	0.928760858	2.285003918	0.003194715	0.970664366	1322	86	371.1	319.32	3.56	4.14	0.242	0	371.1	186.38	63.22	420.67	50.56	0.271273742	20.25	71.24584968	8.876057901
Speaker18.txt	1	0.551167552	0.479151258	0.869338654	7.061324925	0.023131447	1.733102253	1797	186	484.6	388.76	3.71	4.62	0.216	0	484.6	202.75	68.57	419.88	65.68	0.323945746	20.25	76.50635486	8.220953257
Speaker18.txt	2	0.476676867	0.482974088	1.01321067	6.424942538	0.01057969	1.237828024	1769	193	484.6	370.66	3.65	4.77	0.21	0	484.6	190.05	67.25	422.69	67.49	0.355117074	12.25	76.48108133	8.291708023
Speaker18.txt	3	0.427701722	0.39839123	0.931469782	5.15576145	0.018406996	0.866479617	1766	200	484.6	378.42	3.64	4.67	0.214	0	484.6	186.27	66.4	417.66	63.92	0.343157782	6.25	76.02482367	7.86560572
Speaker18.txt	4	0.345290246	0.390990674	1.132353659	10.11377583	0.006878893	0.247565605	1623	198	484.6	369.96	3.35	4.39	0.228	0	484.6	174.61	63.16	430.02	68.97	0.394994559	2.25	75.80435667	7.879219289
Speaker18.txt	5	0.422999992	0.399976666	0.945571333	4.742641738	0.012160698	1.485393629	1825	179	484.6	392.5	3.77	4.65	0.215	0	484.6	186.63	64.13	429.51	63.67	0.341156299	0.25	76.22105832	7.994332852
Speaker18.txt	6	0.404281562	0.428894584	1.060880892	5.402964453	0.007633025	1.485393629	1818	152	484.6	402.33	3.75	4.52	0.221	0	484.6	181.4	67.54	421.62	66.02	0.363947078	0.25	76.24245294	7.957195055
Speaker18.txt	7	0.315022688	0.314502663	0.998349246	3.584424789	0.010930047	0.49513121	1630	214	484.6	361.51	3.36	4.51	0.222	0	484.6	177.13	65.91	419.51	64.33	0.363179586	2.25	75.25291552	7.732848801
Speaker18.txt	8	0.39233881	0.383063657	0.97635933	4.805003106	0.012066278	0.742696815	1814	190	484.6	385.24	3.74	4.71	0.212	0	484.6	180.38	68.13	420.54	64.53	0.357744761	6.25	76.01746261	8.06418109
Speaker18.txt	9	0.373262411	0.433796765	1.1621764	6.142084546	0.005606462	1.485393629	1644	193	484.6	357.52	3.39	4.6	0.217	0	484.6	180.05	66.41	425.11	63.5	0.352679811	12.25	75.82180736	8.552999455
Speaker18.txt	10	0.318757431	0.328329573	1.03002955	4.95201365	0.012924884	0.866551127	1678	201	485	375.16	3.46	4.47	0.224	0	485	176.71	69.94	428.13	65	0.367834305	20.25	75.3689633	7.759334536
Speaker19.txt	1	0.197739855	0.164747945	0.83315498	1.749410364	0.003098572	0.602591142	1212	151	396.8	302.32	3.05	4.01	0.249	0	396.8	136.14	72.14	422.41	56.03	0.411561628	20.25	72.67214667	9.769538595
Speaker19.txt	2	0.220043551	0.211799459	0.962534271	4.837659805	0.002409417	0.903795943	1259	122	396.8	311.7	3.17	4.04	0.248	0	396.8	137.83	70.89	419.17	58.4	0.423710368	12.25	72.79257219	9.757314551
Speaker19.txt	3	0.205141838	0.16677535	0.812975801	1.985436882	0.001079192	0.150632657	1251	139	396.8	304.29	3.15	4.11	0.243	0	396.8	140.22	70.62	407.54	57.3	0.40864356	6.25	72.6207717	9.70267205
Speaker19.txt	4	0.240601331	0.194141339	0.806900519	2.5627778	0.000494091	0.150632657	1191	126	396.8	288.64	3	4.13	0.242	0	396.8	139.93	70.07	418.6	54.19	0.387265061	2.25	72.68764892	10.26941208
Speaker19.txt	5	0.193237705	0.189651114	0.981439489	1.902006886	0.000768432	0.150632657	1208	133	396.8	282.3	3.04	4.28	0.234	0	396.8	135.76	72.05	399.87	51.67	0.380598114	0.25	71.42123504	9.686164258
Speaker19.txt	6	0.21082661	0.187085706	0.887391333	2.29386151	0.001760495	0.150632657	1322	132	396.8	304.06	3.33	4.35	0.23	0	396.8	139.19	67.41	414.1	54.52	0.391694806	0.25	72.19493414	9.57566356
Speaker19.txt	7	0.190729329	0.180128318	0.944418559	7.964547902	0.000328263	0.150632657	1181	137	396.8	281.79	2.98	4.19	0.239	0	396.8	132.15	61.66	428.39	51.55	0.390087022	2.25	71.20314208	9.678775687
Speaker19.txt	8	0.162111357	0.165522311	1.021040811	2.010629035	0.001257768	1.807591886	1273	125	396.8	301.73	3.21	4.22	0.237	0	396.8	136.89	71.4	416.57	51.23	0.374242092	6.25	71.85247876	9.567074882
Speaker19.txt	9	0.221186346	0.185618601	0.839195567	2.090082215	0.004647527	0.150632657	1305	121	396.8	299.12	3.29	4.36	0.229	0	396.8	148.99	71.88	402.06	54.83	0.368011276	12.25	72.58129883	9.948871678
Speaker19.txt	10	0.18150065	0.166773923	0.918861298	6.840489342	0.000870125	0.150647785	1273	123	396.52	287.36	3.21	4.43	0.226	0	396.52	145.53	65.99	417.4	54.7	0.375867519	20.25	72.13067099	10.05434335
Speaker20.txt	1	0.387684841	0.285053405	0.735270958	3.400224059	0.027074848	1.674314771	1163	76	322	262.35	3.61	4.43	0.226	0	322	264.32	96.72	524.85	60.34	0.228283898	20.25	73.4850412	9.758254057
Speaker20.txt	2	0.433794364	0.303545984	0.699746259	3.624383794	0.018109124	1.860119048	1111	89	322	261.3	3.45	4.25	0.235	0	322	263.15	91.7	525.18	62.73	0.238381151	12.25	73.69590919	10.21200976
Speaker20.txt	3	0.443329516	0.322082774	0.726508754	4.002867222	0.022919383	2.046130952	1148	86	322	262.83	3.57	4.37	0.229	0	322	273.51	94	529.48	61.98	0.22660963	6.25	74.34298644	10.38456225
Speaker20.txt	4	0.442902821	0.3153381	0.711980337	3.080847376	0.01900788	0.186011905	1155	81	322	270.94	3.59	4.26	0.235	0	322	270.34	99.69	530.16	60.33	0.223163424	2.25	74.30884944	10.13010984
Speaker20.txt	5	0.488570683	0.33996852	0.695843061	3.400665878	0.05478167	1.116071429	1109	85	322	263.18	3.44	4.21	0.237	0	322	258.54	89.31	526.45	55.29	0.213854723	0.25	73.5451145	10.07421468
Speaker20.txt	6	0.41728735	0.315478885	0.756023121	3.294294717	0.022376817	1.116071429	1164	90	322	263.79	3.61	4.41	0.227	0	322	269.28	88.51	528.91	57.59	0.213866607	0.25	74.05032022	10.07637382
Speaker20.txt	7	0.403455916	0.271485377	0.672899729	2.82404599	0.035251285	1.674107143	1146	82	322	265.79	3.56	4.31	0.232	0	322	266.89	88.06	517.52	53.63	0.200944209	2.25	73.74152336	9.909905692
Speaker20.txt	8	0.407683641	0.303678549	0.744887748	2.748721257	0.030058219	1.860119048	1189	89	322	267.58	3.69	4.44	0.225	0	322	272.35	94	529.74	57.4	0.210758216	6.25	74.24968886	9.96676127
Speaker20.txt	9	0.392922236	0.304679247	0.775418695	2.941162503	0.008379974	2.232142857	1104	95	322	267.71	3.43	4.12	0.242	0	322	264.89	100.02	514.67	50.53	0.190758428	12.25	73.97161187	10.1299002
Speaker20.txt	10	0.433203242	0.340098245	0.785077792	3.045215737	0.001464379	0.558104924	1119	93	322	260.19	3.48	4.3	0.233	0	322.00102	257.15	88.46	518.43	46.94	0.182539374	20.25	73.33302156	10.1693582
Speaker21.txt	1	0.209618184	0.197442522	0.94191505	4.553913385	0.017726806	1.197126895	931	66	250.3	218.78	3.72	4.26	0.235	0	250.3	191.79	95.35	524.33	54.93	0.286407008	20.25	70.92302079	8.103630808
Speaker21.txt	2	0.195988899	0.157218079	0.802178488	1.676999445	0.007927875	1.196935844	951	65	250.3	221.59	3.8	4.29	0.233	0	250.3	190.65	89.28	516.67	56.42	0.295934959	12.25	70.73161908	8.196655277
Speaker21.txt	3	0.21984778	0.182542416	0.830312755	1.864939253	0.005732376	1.436323013	951	72	250.3	219.09	3.8	4.34	0.23	0	250.3	190.74	97.93	530.63	60.16	0.315403167	6.25	70.66084517	8.2828851
Speaker21.txt	4	0.20188848	0.171775671	0.850844341	2.331363849	0.00445947	1.196935844	895	72	250.3	214.3	3.58	4.18	0.239	0	250.3	184.17	97.4	538.11	61.1	0.331758701	2.25	69.47826588	8.138070957
Speaker21.txt	5	0.18991866	0.15479863	0.81507857	1.832840735	0.008936762	1.675710182	934	67	250.3	219.84	3.73	4.25	0.235	0	250.3	181.55	99.34	525.08	60.95	0.335720187	0.25	68.55823884	7.60337735
Speaker21.txt	6	0.199707343	0.168738837	0.844930558	2.18542516	0.005959161	1.915097351	853	75	250.3	212.16	3.41	4.02	0.249	0	250.3	185.04	88.71	521.79	71.5	0.38640294	0.25	69.02287388	7.714574033
Speaker21.txt	7	0.158716678	0.128860784	0.811891892	1.667533127	0.008482404	0.718161507	874	77	250.3	213.12	3.49	4.1	0.244	0	250.3	178.51	95.63	512.98	66.3	0.371407764	2.25	68.5344831	7.652251374
Speaker21.txt	8	0.160306757	0.131939372	0.823043111	1.409196564	0.00479652	0.478774338	849	63	250.3	212.4	3.39	4	0.25	0	250.3	179.42	91.28	522.01	64.69	0.360550663	6.25	67.9809839	8.039182054
Speaker21.txt	9	0.159474388	0.133344699	0.83615119	1.601745726	0.009085127	0.478774338	894	69	250.3	217.23	3.57	4.12	0.243	0	250.3	177.63	96.75	501.7	59.58	0.335416315	12.25	68.31479587	7.707089792
Speaker21.txt	10	0.140265707	0.113114063	0.806427071	1.252627539	0.011350739	0.239425379	834	78	249.9	214.17	3.34	3.89	0.257	0	249.9	174.42	88.04	501.47	67.99	0.389806215	20.25	66.81074613	6.945680486
Speaker22.txt	1	0.146145783	0.090824523	0.621465228	0.973895171	0.007989851	1.172791243	1210	0	467	467	2.59	2.59	0.386	0	467	237.33	87.95	520.47	79.65	0.335608646	20.25	69.04891873	3.44521443
Speaker22.txt	2	0.137782917	0.096522529	0.700540613	1.085975295	0.003630502	1.563585823	1280	0	467	467	2.74	2.74	0.365	0	467	240.14	89.73	529.22	82.21	0.342341967	12.25	69.77669901	4.258783078
Speaker22.txt	3	0.185180014	0.128431634	0.693550192	1.34609163	0.007072329	0.130298819	1189	0	467	467	2.55	2.55	0.393	0	467	235.6	88.35	510.06	68.41	0.290365025	6.25	68.38707601	3.461384895
Speaker22.txt	4	0.157169276	0.127008329	0.808098966	1.608544019	0.007543615	1.302988186	1170	0	467	467	2.51	2.51	0.399	0	467	240.78	89.53	529.81	73.17	0.303887366	2.25	69.59843431	3.766782582
Speaker22.txt	5	0.158009495	0.112982428	0.715035688	1.683714204	0.006139778	1.433287005	1143	0	467	467	2.45	2.45	0.409	0	467	229.64	88.61	520.2	61.8	0.269116879	0.25	68.46190756	3.671760594
Speaker22.txt	6	0.159978018	0.131114718	0.819579591	1.690759328	0.008771685	1.563585823	1240	0	467	467	2.66	2.66	0.377	0	467	227.61	89.59	528.07	55.73	0.244848645	0.25	68.00268469	3.869699658
Speaker22.txt	7	0.173812037	0.137715408	0.792323767	1.713117499	0.008245192	1.693884642	1188	0	467	467	2.54	2.54	0.393	0	467	233.59	89.64	529.87	59.31	0.253906417	2.25	68.83752609	3.78665309
Speaker22.txt	8	0.130546298	0.110857779	0.849183631	1.340896561	0.006495303	0.91209173	1170	0	467	467	2.51	2.51	0.399	0	467	214.57	89.15	515.93	76.89	0.358344596	6.25	69.28158095	3.708871947
Speaker22.txt	9	0.152110156	0.11588997	0.761881875	1.355280436	0.005909888	0.260597637	1137	0	467	467	2.43	2.43	0.411	0	467	229.84	88.53	515.37	63.5	0.276279151	12.25	67.95527963	3.40217467
Speaker22.txt	10	0.153282786	0.126131589	0.822868587	1.588892474	0.00189453	2.08496221	1205	0	467.21	467.21	2.58	2.58	0.388	0	467.214014	231.05	90.7	504.06	57.28	0.247911707	20.25	67.8295254	3.732354918
Speaker23.txt	1	0.162013109	0.169313702	1.045061743	3.845578786	0.019388694	0.922395769	1175	89	341.1	287.93	3.44	4.08	0.245	0	341.1	149.7	66.75	412.16	47.98	0.320507682	20.25	73.09269484	9.895521518
Speaker23.txt	2	0.209613613	0.170351579	0.812693299	2.025002491	0.018643462	0.184456468	1247	93	341.1	277.31	3.66	4.5	0.222	0	341.1	154.45	69.12	419.21	51.23	0.331693105	12.25	73.29372812	10.3634753
Speaker23.txt	3	0.232581116	0.296637837	1.275416689	11.40893951	0.012832044	0.184456468	1259	100	341.1	273.77	3.69	4.6	0.217	0	341.1	155.18	60.57	415	47.93	0.308867122	6.25	72.56462291	10.37083619
Speaker23.txt	4	0.224877513	0.187613807	0.834293321	2.844597151	0.006172436	1.10673881	1137	124	341.1	265.23	3.33	4.29	0.233	0	341.1	152.67	70.23	417.9	46.21	0.302678981	2.25	73.17179297	10.80583112
Speaker23.txt	5	0.204973985	0.145905118	0.711822615	1.544435509	0.0069209	1.10673881	1198	99	341.1	277.37	3.51	4.32	0.232	0	341.1	149.28	68.33	400	46.97	0.314643623	0.25	73.34314143	10.47171472
Speaker23.txt	6	0.271481525	0.255094276	0.939637702	3.152821088	0.012537283	0.368912937	1209	111	341.1	261.44	3.54	4.62	0.216	0	341.1	149.03	66.32	415.14	46.79	0.313963631	0.25	72.75794746	10.95450984
Speaker23.txt	7	0.238133019	0.239259379	1.004729965	3.853467135	0.006916985	0.737825873	1141	116	341.1	245.56	3.35	4.65	0.215	0	341.1	158.43	67.87	408.83	50.33	0.317679732	2.25	72.96991718	11.61686544
Speaker23.txt	8	0.24340869	0.206458562	0.848197168	2.027145078	0.014024956	0.184456468	1125	121	341.1	240.48	3.3	4.68	0.214	0	341.1	164.39	68.92	415.53	49.28	0.299774925	6.25	72.94500442	11.58836478
Speaker23.txt	9	0.21683114	0.166943279	0.769922987	1.819349672	0.011944094	0.184456468	1153	111	341.1	255.85	3.38	4.51	0.222	0	341.1	159.3	69.16	410.64	46.85	0.294099184	12.25	73.264611	11.30384022
Speaker23.txt	10	0.187152591	0.117290145	0.626708632	1.125264125	0.013525833	0.184479154	1136	117	341.55	245.35	3.33	4.63	0.216	0	341.546667	157.43	68.74	421.78	51.02	0.324080544	20.25	72.62576769	11.39419636
