"meanMov" "slideRate" "speechRate" "artRate" "f0Mean" "meanIntensity"
0.139955288347248 -0.103046504998443 0.966382763376455 -1.33931759724778 0.276987131157856 -0.910041539673769
-1.01248291122455 -0.103208222677349 0.378149776973396 -0.967284931345623 -0.936428166733938 -0.54286769285341
-0.952576133821476 -0.103208222677349 -0.882349479604595 -0.130211433065755 -0.113495385757701 -1.11936009723693
0.781609779594349 -1.13488615525356 0.882349479604591 -1.33931759724778 -1.48383356427911 0.0272116468472206
0.414624931700871 0.928469709898873 0.966382763376455 0.61385389873857 0.1018174039434 1.22275075903621
-1.46486900459843 0.240684421514722 0.630249628288991 -0.409235932492379 -1.07327951612023 -1.18258619773439
-0.28060493888435 -1.13488615525356 0.378149776973396 1.17190289759181 -0.376249976579382 -0.630759029563947
-0.00702958183543924 -1.13488615525356 -1.47058246600765 0.799870231689652 0.838990005970894 0.857517512304058
0.414488987054326 1.96014764247508 -0.210083209429668 1.3579192305429 1.38274603419909 1.11043101718925
1.96688358366746 0.584819642225156 -1.63864903355139 0.241821232836408 1.38274603419909 1.16770362168564
1.19883897484731 1.74309013052265 -0.429908628165832 -1.57915467679881 -2.05637842877375 -1.44047091783224
1.18184168001698 0.290354087590553 -0.523367025593185 -0.0104579779920486 0.54409463576095 -0.75011484371393
0.931488141049864 -0.677781442647645 0.130841756398299 -0.428777097673854 -0.48649458091132 -0.952751115333588
-0.055770769664106 -1.64591697288585 1.34580092295391 0.826180261371562 0.0104470687717481 0.569031786213074
-0.685407622247274 -0.193713677528541 -1.64486779472145 -0.742516437435201 0.247623765211396 -1.11289006806031
0.690264239666097 -0.677781442647645 -0.242991833311121 2.08113762041698 1.0438598175445 0.167948025615663
0.198903454403067 -0.677781442647645 0.130841756398299 0.198701581848859 1.43068371530916 1.62666714043084
-1.16569635121476 1.25848961782878 0.971967333244494 0.512440921610215 0.205270783704315 0.634284320261686
-1.54617859531421 0.290354087590553 -1.08411741015732 -0.637936657514752 0.0584471144797684 0.519393639404749
-0.748283151542962 0.290687054824797 1.34580092295391 -0.219617537832947 -0.99755389109675 0.738902033014165
0.384613969203612 -0.77454685446304 -0.0930815436101038 -2.36421195947889 -1.9206629068178 1.16782729704785
0.884351277777605 1.1618814166164 -0.685418639310784 -0.241246118314176 -0.602237342673176 -1.26372690380927
-1.33845867853769 -0.774628367692164 -2.03933200091233 -0.241246118314176 -0.270459631537967 -0.420929734467299
1.74833761857224 -0.774628367692164 -0.600799054210686 1.39922748622219 -1.0382384185629 -1.06849612316853
-0.500443601954251 1.80738467805259 -0.0930815436101038 -0.241246118314176 -0.299989584885078 -0.55558739149947
0.571550252038769 -0.774628367692164 0.245396796790284 0.434243012965509 0.577223735132096 0.156711247823494
-0.251846639731698 -0.774628367692164 0.499255552090573 0.723738354942518 0.613701912796178 -0.883438504588365
0.606017024962267 -0.129125106255974 0.668494722290767 0.627239907616843 0.825622754463694 0.715551946232615
-1.0658253588298 1.1618814166164 1.76854932859203 0.241246118314167 1.25641266211569 1.70008423749048
-1.03829586350105 -0.128962079797726 0.330016381890379 -0.337744565639842 0.85862681996929 0.452003928938544
0.987762666058564 1.54417304949566 0.840917865872078 -0.434939046904606 -1.6628614180284 -0.658469245806721
0.956582224507514 -0.386025377249228 0.840917865872078 -0.17133962453818 -0.242465237409146 0.44643942665128
0.713971458695775 0.165337246680013 1.52894157431287 1.41025690966042 -0.427180435785642 0.830710630301969
-0.888882797679311 -1.48875062510771 0.688023708440794 1.14665748729398 0.719327692068467 1.76207228960049
-0.647685417779995 0.44101855864464 -0.688023708440797 0.619458642561112 -0.246711563808607 0.841168080111674
-1.31679139083879 -1.48875062510771 -0.382235393578221 -0.434939046904606 0.356266784914665 0.337430268262953
1.36326590657694 -0.661706689213849 -0.535129551009509 0.224059509011472 -0.728669610147275 -0.309628810011234
0.530131181468229 0.99238118257388 -1.07025910201902 -1.62113644755356 -0.110829119025895 -1.28046744855845
-1.04183679042849 0.44101855864464 -1.60538865302852 -1.35753702518712 0.171551586538169 -1.17989455494916
-0.656517040580434 0.441304720639664 0.382235393578218 0.619458642561112 2.17157132068367 -0.789360635602762
-2.36330706018593 -1.47614621310159 -0.541759568934166 -1.44380744429194 -0.927721581114391 -0.720257116956111
-0.598507528484167 0.0775449395078662 0.18753215847721 0.525020888833435 1.24421295995885 0.56669244889638
-0.234503962674319 -0.699662609707373 -0.0902932614890268 -0.641692197463087 0.076881169152668 0.0871500318132849
0.656535355376281 0.0775449395078662 1.05573659587171 0.634400240673735 -0.98583909559265 0.478862428665972
0.0171799760445841 -1.47687015892257 0.916823885888587 0.160423049365773 -0.602263500036137 -1.69761572682802
0.138083175334914 0.854752488723067 0.32644486846033 0.597940456726969 -1.09377162248085 -1.36286218676295
1.31335151352441 0.0775449395078662 1.09046477336749 1.29067635171553 -0.623850005413775 1.35007552834688
